club_id,club,num_of_players,90s_played,tackles,tackles_won,tackles_(def_3rd),tackles_(mid_3rd),tackles_(att_3rd),dribblers_tackled,dribbles_challenged,%_of_dribblers_tackled,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,tkl+int,clearances,errors,league,season
75,Cádiz,38.0,38.0,623.0,410.0,358.0,205.0,60.0,320.0,671.0,47.0,351.0,425.0,128.0,297.0,270.0,893.0,853.0,13.0,La_Liga,2022_2023
75,Cádiz,34.0,38.0,671.0,398.0,338.0,264.0,69.0,341.0,728.0,46.0,387.0,443.0,123.0,320.0,298.0,969.0,786.0,13.0,La_Liga,2023_2024
76,Darmstadt 98,32.0,34.0,560.0,323.0,303.0,197.0,60.0,285.0,583.0,48.0,298.0,400.0,137.0,263.0,317.0,877.0,707.0,19.0,Bundesliga,2023_2024
77,Dortmund,30.0,34.0,580.0,334.0,246.0,241.0,93.0,287.0,551.0,52.0,264.0,382.0,95.0,287.0,298.0,878.0,491.0,9.0,Bundesliga,2022_2023
77,Dortmund,33.0,34.0,541.0,322.0,232.0,236.0,73.0,255.0,550.0,46.0,295.0,351.0,82.0,269.0,347.0,888.0,519.0,11.0,Bundesliga,2021_2022
77,Dortmund,32.0,34.0,548.0,356.0,297.0,201.0,50.0,292.0,557.0,52.0,265.0,431.0,121.0,310.0,251.0,799.0,628.0,12.0,Bundesliga,2023_2024
78,Eint Frankfurt,28.0,34.0,562.0,357.0,244.0,248.0,70.0,265.0,585.0,45.0,320.0,415.0,88.0,327.0,284.0,846.0,687.0,5.0,Bundesliga,2022_2023
78,Eint Frankfurt,27.0,34.0,595.0,330.0,260.0,252.0,83.0,283.0,673.0,42.0,390.0,435.0,95.0,340.0,377.0,972.0,592.0,12.0,Bundesliga,2021_2022
78,Eint Frankfurt,34.0,34.0,602.0,359.0,282.0,240.0,80.0,293.0,548.0,53.0,255.0,424.0,99.0,325.0,302.0,904.0,704.0,12.0,Bundesliga,2023_2024
79,Elche,28.0,38.0,589.0,325.0,335.0,191.0,63.0,268.0,622.0,43.0,354.0,367.0,126.0,241.0,305.0,894.0,769.0,14.0,La_Liga,2021_2022
79,Elche,32.0,38.0,633.0,363.0,367.0,212.0,54.0,280.0,603.0,46.0,323.0,413.0,131.0,282.0,323.0,956.0,766.0,13.0,La_Liga,2022_2023
80,Emmen,,,,,,,,,,,,,,,,,,,,
81,Empoli,32.0,38.0,606.0,364.0,316.0,218.0,72.0,254.0,538.0,47.0,284.0,449.0,183.0,266.0,280.0,886.0,910.0,4.0,Serie_A,2022_2023
81,Empoli,34.0,38.0,618.0,378.0,311.0,227.0,80.0,300.0,564.0,53.0,264.0,462.0,154.0,308.0,263.0,881.0,840.0,9.0,Serie_A,2023_2024
81,Empoli,28.0,38.0,568.0,327.0,268.0,208.0,92.0,273.0,606.0,45.0,333.0,451.0,177.0,274.0,352.0,920.0,772.0,10.0,Serie_A,2021_2022
82,Espanyol,34.0,38.0,557.0,338.0,308.0,196.0,53.0,275.0,646.0,42.0,371.0,360.0,114.0,246.0,326.0,883.0,892.0,20.0,La_Liga,2021_2022
82,Espanyol,33.0,38.0,652.0,379.0,330.0,239.0,83.0,301.0,600.0,50.0,299.0,416.0,134.0,282.0,338.0,990.0,788.0,9.0,La_Liga,2022_2023
83,Estoril,31.0,34.0,538.0,335.0,249.0,228.0,61.0,261.0,539.0,48.0,278.0,359.0,113.0,246.0,269.0,807.0,687.0,18.0,Primeira_Liga,2023_2024
83,Estoril,31.0,34.0,447.0,252.0,213.0,172.0,62.0,221.0,474.0,46.0,253.0,348.0,152.0,196.0,298.0,745.0,636.0,14.0,Primeira_Liga,2021_2022
83,Estoril,33.0,34.0,513.0,316.0,251.0,209.0,53.0,270.0,512.0,52.0,242.0,333.0,120.0,213.0,250.0,763.0,647.0,12.0,Primeira_Liga,2022_2023
84,Estrela,34.0,34.0,574.0,381.0,265.0,242.0,67.0,314.0,582.0,54.0,268.0,390.0,115.0,275.0,281.0,855.0,709.0,9.0,Primeira_Liga,2023_2024
85,Etar,,,,,,,,,,,,,,,,,,,,
86,Eupen,,,,,,,,,,,,,,,,,,,,
86,Eupen,,,,,,,,,,,,,,,,,,,,
86,Eupen,,,,,,,,,,,,,,,,,,,,
87,Everton,26.0,38.0,743.0,442.0,371.0,261.0,111.0,347.0,701.0,49.0,354.0,479.0,177.0,302.0,358.0,1101.0,882.0,12.0,Premier_League,2023_2024
87,Everton,28.0,38.0,708.0,424.0,362.0,257.0,89.0,309.0,619.0,49.0,310.0,510.0,180.0,330.0,390.0,1098.0,874.0,17.0,Premier_League,2022_2023
87,Everton,33.0,38.0,705.0,402.0,369.0,252.0,84.0,336.0,735.0,45.0,399.0,496.0,140.0,356.0,365.0,1070.0,815.0,15.0,Premier_League,2021_2022
88,Excelsior,,,,,,,,,,,,,,,,,,,,
88,Excelsior,,,,,,,,,,,,,,,,,,,,
89,FC Copenhagen,,,,,,,,,,,,,,,,,,,,
89,FC Copenhagen,,,,,,,,,,,,,,,,,,,,
89,FC Copenhagen,,,,,,,,,,,,,,,,,,,,
90,FC Spartak Varna,,,,,,,,,,,,,,,,,,,,
91,FK IMT Novi Beograd,,,,,,,,,,,,,,,,,,,,
92,FK Kolubara,,,,,,,,,,,,,,,,,,,,
92,FK Kolubara,,,,,,,,,,,,,,,,,,,,
93,FK Levski 2005,,,,,,,,,,,,,,,,,,,,
94,FK Mladost Novi Sad,,,,,,,,,,,,,,,,,,,,
95,FK Železničar Pančevo,,,,,,,,,,,,,,,,,,,,
96,Famalicão,27.0,34.0,548.0,360.0,286.0,197.0,65.0,270.0,534.0,50.0,264.0,372.0,107.0,265.0,299.0,847.0,687.0,7.0,Primeira_Liga,2023_2024
96,Famalicão,37.0,34.0,550.0,334.0,265.0,215.0,70.0,296.0,611.0,48.0,315.0,344.0,107.0,237.0,404.0,954.0,704.0,10.0,Primeira_Liga,2021_2022
96,Famalicão,33.0,34.0,587.0,360.0,300.0,227.0,60.0,280.0,596.0,47.0,316.0,396.0,127.0,269.0,330.0,917.0,717.0,5.0,Primeira_Liga,2022_2023
97,Farense,25.0,34.0,515.0,318.0,274.0,199.0,42.0,244.0,519.0,47.0,275.0,472.0,175.0,297.0,332.0,847.0,1004.0,5.0,Primeira_Liga,2023_2024
98,Fatih Karagümrük,,,,,,,,,,,,,,,,,,,,
98,Fatih Karagümrük,,,,,,,,,,,,,,,,,,,,
98,Fatih Karagümrük,,,,,,,,,,,,,,,,,,,,
99,Fenerbahçe,,,,,,,,,,,,,,,,,,,,
99,Fenerbahçe,,,,,,,,,,,,,,,,,,,,
99,Fenerbahçe,,,,,,,,,,,,,,,,,,,,
100,Feyenoord,,,,,,,,,,,,,,,,,,,,
100,Feyenoord,,,,,,,,,,,,,,,,,,,,
100,Feyenoord,,,,,,,,,,,,,,,,,,,,
101,Fiorentina,30.0,38.0,581.0,337.0,232.0,260.0,89.0,282.0,531.0,53.0,249.0,356.0,84.0,272.0,260.0,841.0,473.0,11.0,Serie_A,2022_2023
101,Fiorentina,30.0,38.0,564.0,320.0,242.0,231.0,91.0,275.0,512.0,53.0,237.0,388.0,81.0,307.0,236.0,800.0,509.0,8.0,Serie_A,2023_2024
101,Fiorentina,28.0,38.0,508.0,301.0,232.0,203.0,73.0,268.0,540.0,49.0,272.0,357.0,91.0,266.0,244.0,752.0,407.0,15.0,Serie_A,2021_2022
102,Fortuna Sittard,,,,,,,,,,,,,,,,,,,,
102,Fortuna Sittard,,,,,,,,,,,,,,,,,,,,
102,Fortuna Sittard,,,,,,,,,,,,,,,,,,,,
103,Freiburg,27.0,34.0,498.0,289.0,223.0,211.0,64.0,207.0,451.0,45.0,244.0,375.0,106.0,269.0,325.0,823.0,612.0,10.0,Bundesliga,2022_2023
103,Freiburg,26.0,34.0,518.0,299.0,246.0,207.0,65.0,215.0,477.0,45.0,262.0,352.0,130.0,222.0,355.0,873.0,751.0,13.0,Bundesliga,2021_2022
103,Freiburg,25.0,34.0,546.0,319.0,303.0,175.0,68.0,227.0,463.0,49.0,236.0,436.0,149.0,287.0,272.0,818.0,725.0,7.0,Bundesliga,2023_2024
104,Frosinone,34.0,38.0,545.0,322.0,244.0,225.0,76.0,253.0,525.0,48.0,272.0,439.0,143.0,296.0,241.0,786.0,789.0,14.0,Serie_A,2023_2024
105,Fulham,25.0,38.0,679.0,384.0,339.0,260.0,80.0,346.0,678.0,51.0,332.0,437.0,117.0,320.0,371.0,1050.0,744.0,14.0,Premier_League,2023_2024
105,Fulham,29.0,38.0,625.0,350.0,295.0,229.0,101.0,299.0,588.0,50.0,289.0,455.0,125.0,330.0,340.0,965.0,749.0,15.0,Premier_League,2022_2023
106,Galatasaray,,,,,,,,,,,,,,,,,,,,
106,Galatasaray,,,,,,,,,,,,,,,,,,,,
106,Galatasaray,,,,,,,,,,,,,,,,,,,,
107,Gaziantep FK,,,,,,,,,,,,,,,,,,,,
107,Gaziantep FK,,,,,,,,,,,,,,,,,,,,
107,Gaziantep FK,,,,,,,,,,,,,,,,,,,,
108,Genk,,,,,,,,,,,,,,,,,,,,
108,Genk,,,,,,,,,,,,,,,,,,,,
108,Genk,,,,,,,,,,,,,,,,,,,,
109,Genoa,34.0,38.0,625.0,352.0,315.0,247.0,63.0,283.0,571.0,49.0,288.0,462.0,162.0,300.0,332.0,957.0,796.0,11.0,Serie_A,2023_2024
109,Genoa,40.0,38.0,739.0,416.0,324.0,302.0,113.0,349.0,727.0,48.0,378.0,487.0,134.0,353.0,449.0,1188.0,751.0,15.0,Serie_A,2021_2022
110,Gent,,,,,,,,,,,,,,,,,,,,
110,Gent,,,,,,,,,,,,,,,,,,,,
110,Gent,,,,,,,,,,,,,,,,,,,,
111,Getafe,31.0,38.0,587.0,360.0,266.0,243.0,78.0,248.0,594.0,41.0,346.0,400.0,96.0,304.0,401.0,988.0,719.0,8.0,La_Liga,2021_2022
111,Getafe,25.0,38.0,541.0,339.0,282.0,199.0,60.0,285.0,619.0,46.0,334.0,404.0,113.0,291.0,320.0,861.0,794.0,10.0,La_Liga,2022_2023
111,Getafe,33.0,38.0,608.0,364.0,269.0,251.0,88.0,291.0,577.0,50.0,286.0,342.0,103.0,239.0,307.0,915.0,730.0,6.0,La_Liga,2023_2024
112,Gil Vicente FC,31.0,34.0,540.0,341.0,261.0,206.0,73.0,289.0,539.0,53.0,250.0,373.0,102.0,271.0,303.0,843.0,677.0,15.0,Primeira_Liga,2023_2024
112,Gil Vicente FC,29.0,34.0,430.0,248.0,170.0,203.0,57.0,170.0,447.0,38.0,277.0,323.0,111.0,212.0,282.0,712.0,633.0,10.0,Primeira_Liga,2021_2022
112,Gil Vicente FC,32.0,34.0,539.0,316.0,253.0,209.0,77.0,285.0,572.0,49.0,287.0,369.0,114.0,255.0,306.0,845.0,593.0,6.0,Primeira_Liga,2022_2023
113,Giresunspor,,,,,,,,,,,,,,,,,,,,
113,Giresunspor,,,,,,,,,,,,,,,,,,,,
114,Girona,29.0,38.0,551.0,321.0,271.0,213.0,67.0,244.0,532.0,45.0,288.0,379.0,111.0,268.0,266.0,817.0,662.0,20.0,La_Liga,2022_2023
114,Girona,25.0,38.0,544.0,340.0,264.0,222.0,58.0,274.0,521.0,52.0,247.0,378.0,124.0,254.0,257.0,801.0,661.0,21.0,La_Liga,2023_2024
115,Gladbach,27.0,34.0,497.0,275.0,274.0,171.0,52.0,267.0,536.0,49.0,269.0,405.0,104.0,301.0,267.0,764.0,728.0,7.0,Bundesliga,2022_2023
115,Gladbach,26.0,34.0,572.0,345.0,260.0,252.0,60.0,285.0,615.0,46.0,330.0,402.0,91.0,311.0,326.0,898.0,553.0,13.0,Bundesliga,2021_2022
115,Gladbach,27.0,34.0,582.0,337.0,291.0,247.0,44.0,287.0,534.0,53.0,247.0,465.0,168.0,297.0,333.0,915.0,860.0,15.0,Bundesliga,2023_2024
116,Go Ahead Eag,,,,,,,,,,,,,,,,,,,,
116,Go Ahead Eag,,,,,,,,,,,,,,,,,,,,
116,Go Ahead Eag,,,,,,,,,,,,,,,,,,,,
117,Granada,32.0,38.0,611.0,343.0,310.0,240.0,61.0,274.0,632.0,43.0,358.0,437.0,130.0,307.0,326.0,937.0,841.0,8.0,La_Liga,2021_2022
117,Granada,40.0,38.0,637.0,374.0,336.0,237.0,64.0,289.0,623.0,46.0,334.0,404.0,110.0,294.0,280.0,917.0,779.0,26.0,La_Liga,2023_2024
118,Greuther Fürth,29.0,34.0,568.0,336.0,258.0,252.0,58.0,270.0,567.0,47.0,297.0,416.0,124.0,292.0,374.0,942.0,712.0,8.0,Bundesliga,2021_2022
119,Groningen,,,,,,,,,,,,,,,,,,,,
119,Groningen,,,,,,,,,,,,,,,,,,,,
120,Górnik Zabrze,,,,,,,,,,,,,,,,,,,,
120,Górnik Zabrze,,,,,,,,,,,,,,,,,,,,
120,Górnik Zabrze,,,,,,,,,,,,,,,,,,,,
121,Górnik Łęczna,,,,,,,,,,,,,,,,,,,,
122,Göztepe,,,,,,,,,,,,,,,,,,,,
123,Hartberg,,,,,,,,,,,,,,,,,,,,
123,Hartberg,,,,,,,,,,,,,,,,,,,,
123,Hartberg,,,,,,,,,,,,,,,,,,,,
124,Hatayspor,,,,,,,,,,,,,,,,,,,,
124,Hatayspor,,,,,,,,,,,,,,,,,,,,
124,Hatayspor,,,,,,,,,,,,,,,,,,,,
125,Heerenveen,,,,,,,,,,,,,,,,,,,,
125,Heerenveen,,,,,,,,,,,,,,,,,,,,
125,Heerenveen,,,,,,,,,,,,,,,,,,,,
126,Heidenheim,22.0,34.0,601.0,352.0,311.0,225.0,65.0,275.0,591.0,46.0,316.0,463.0,129.0,334.0,302.0,903.0,783.0,5.0,Bundesliga,2023_2024
127,Hellas Verona,36.0,38.0,605.0,357.0,319.0,228.0,58.0,296.0,562.0,52.0,266.0,445.0,143.0,302.0,337.0,942.0,745.0,12.0,Serie_A,2022_2023
127,Hellas Verona,36.0,38.0,621.0,387.0,302.0,245.0,74.0,293.0,578.0,50.0,285.0,414.0,133.0,281.0,302.0,923.0,784.0,15.0,Serie_A,2023_2024
127,Hellas Verona,31.0,38.0,534.0,308.0,248.0,214.0,72.0,238.0,557.0,42.0,319.0,414.0,107.0,307.0,392.0,926.0,779.0,9.0,Serie_A,2021_2022
128,Heracles Almelo,,,,,,,,,,,,,,,,,,,,
128,Heracles Almelo,,,,,,,,,,,,,,,,,,,,
129,Hertha BSC,32.0,34.0,576.0,344.0,307.0,215.0,54.0,251.0,521.0,48.0,270.0,416.0,132.0,284.0,366.0,942.0,797.0,8.0,Bundesliga,2022_2023
129,Hertha BSC,36.0,34.0,546.0,321.0,294.0,197.0,55.0,252.0,544.0,46.0,292.0,377.0,105.0,272.0,406.0,952.0,816.0,15.0,Bundesliga,2021_2022
130,Hoffenheim,31.0,34.0,543.0,323.0,254.0,231.0,58.0,236.0,474.0,49.0,238.0,428.0,119.0,309.0,285.0,828.0,665.0,8.0,Bundesliga,2022_2023
130,Hoffenheim,32.0,34.0,483.0,291.0,191.0,216.0,76.0,223.0,484.0,46.0,261.0,390.0,88.0,302.0,285.0,768.0,520.0,17.0,Bundesliga,2021_2022
130,Hoffenheim,30.0,34.0,517.0,304.0,286.0,185.0,46.0,259.0,541.0,47.0,282.0,413.0,143.0,270.0,357.0,874.0,790.0,12.0,Bundesliga,2023_2024
131,Horsens,,,,,,,,,,,,,,,,,,,,
132,Hvidovre IF,,,,,,,,,,,,,,,,,,,,
133,Inter,25.0,38.0,572.0,325.0,247.0,241.0,84.0,258.0,523.0,49.0,265.0,385.0,110.0,275.0,315.0,887.0,541.0,7.0,Serie_A,2022_2023
133,Inter,27.0,38.0,540.0,321.0,252.0,219.0,69.0,234.0,474.0,49.0,240.0,365.0,116.0,249.0,280.0,820.0,576.0,7.0,Serie_A,2023_2024
133,Inter,27.0,38.0,588.0,332.0,265.0,240.0,83.0,247.0,545.0,45.0,298.0,360.0,110.0,250.0,332.0,920.0,485.0,11.0,Serie_A,2021_2022
134,Ionikos,,,,,,,,,,,,,,,,,,,,
134,Ionikos,,,,,,,,,,,,,,,,,,,,
135,Jagiellonia,,,,,,,,,,,,,,,,,,,,
135,Jagiellonia,,,,,,,,,,,,,,,,,,,,
135,Jagiellonia,,,,,,,,,,,,,,,,,,,,
136,Javor Ivanjica,,,,,,,,,,,,,,,,,,,,
136,Javor Ivanjica,,,,,,,,,,,,,,,,,,,,
137,Juventus,29.0,38.0,594.0,352.0,296.0,219.0,79.0,288.0,558.0,51.0,270.0,421.0,131.0,290.0,307.0,901.0,704.0,10.0,Serie_A,2022_2023
137,Juventus,31.0,38.0,577.0,369.0,270.0,233.0,74.0,264.0,445.0,59.0,181.0,375.0,124.0,251.0,253.0,830.0,725.0,4.0,Serie_A,2023_2024
137,Juventus,32.0,38.0,555.0,316.0,260.0,217.0,78.0,236.0,529.0,44.0,293.0,392.0,134.0,258.0,332.0,887.0,677.0,9.0,Serie_A,2021_2022
138,Kasımpaşa,,,,,,,,,,,,,,,,,,,,
138,Kasımpaşa,,,,,,,,,,,,,,,,,,,,
138,Kasımpaşa,,,,,,,,,,,,,,,,,,,,
139,Kayserispor,,,,,,,,,,,,,,,,,,,,
139,Kayserispor,,,,,,,,,,,,,,,,,,,,
139,Kayserispor,,,,,,,,,,,,,,,,,,,,
140,Konyaspor,,,,,,,,,,,,,,,,,,,,
140,Konyaspor,,,,,,,,,,,,,,,,,,,,
140,Konyaspor,,,,,,,,,,,,,,,,,,,,
141,Korona Kielce,,,,,,,,,,,,,,,,,,,,
141,Korona Kielce,,,,,,,,,,,,,,,,,,,,
142,Kortrijk,,,,,,,,,,,,,,,,,,,,
142,Kortrijk,,,,,,,,,,,,,,,,,,,,
142,Kortrijk,,,,,,,,,,,,,,,,,,,,
143,Köln,27.0,34.0,615.0,370.0,287.0,263.0,65.0,310.0,666.0,46.0,356.0,423.0,99.0,324.0,372.0,987.0,716.0,5.0,Bundesliga,2022_2023
143,Köln,26.0,34.0,598.0,361.0,264.0,246.0,88.0,288.0,665.0,43.0,377.0,442.0,99.0,343.0,426.0,1024.0,628.0,10.0,Bundesliga,2021_2022
143,Köln,26.0,34.0,617.0,375.0,330.0,234.0,53.0,342.0,659.0,51.0,317.0,506.0,154.0,352.0,305.0,922.0,766.0,9.0,Bundesliga,2023_2024
144,LASK,,,,,,,,,,,,,,,,,,,,
144,LASK,,,,,,,,,,,,,,,,,,,,
144,LASK,,,,,,,,,,,,,,,,,,,,
145,Las Palmas,29.0,38.0,662.0,397.0,328.0,263.0,71.0,305.0,633.0,48.0,328.0,416.0,98.0,318.0,281.0,943.0,761.0,14.0,La_Liga,2023_2024
146,Lazio,24.0,38.0,582.0,349.0,261.0,234.0,87.0,277.0,625.0,44.0,348.0,437.0,126.0,311.0,310.0,892.0,606.0,8.0,Serie_A,2022_2023
146,Lazio,22.0,38.0,581.0,348.0,259.0,254.0,68.0,283.0,618.0,45.0,335.0,430.0,122.0,308.0,295.0,876.0,640.0,7.0,Serie_A,2023_2024
146,Lazio,27.0,38.0,578.0,339.0,246.0,255.0,77.0,238.0,621.0,38.0,383.0,416.0,144.0,272.0,315.0,893.0,565.0,10.0,Serie_A,2021_2022
147,Le Havre,27.0,34.0,560.0,332.0,293.0,207.0,60.0,283.0,572.0,49.0,289.0,362.0,124.0,238.0,363.0,923.0,664.0,10.0,Ligue_1,2023_2024
148,Lecce,29.0,38.0,705.0,427.0,347.0,259.0,99.0,319.0,619.0,51.0,300.0,486.0,112.0,374.0,368.0,1073.0,826.0,4.0,Serie_A,2022_2023
148,Lecce,26.0,38.0,605.0,374.0,285.0,252.0,68.0,289.0,566.0,51.0,277.0,429.0,117.0,312.0,308.0,913.0,751.0,8.0,Serie_A,2023_2024
149,Lech Poznań,,,,,,,,,,,,,,,,,,,,
149,Lech Poznań,,,,,,,,,,,,,,,,,,,,
149,Lech Poznań,,,,,,,,,,,,,,,,,,,,
150,Lechia Gdańsk,,,,,,,,,,,,,,,,,,,,
150,Lechia Gdańsk,,,,,,,,,,,,,,,,,,,,
151,Leeds United,29.0,38.0,840.0,480.0,376.0,343.0,121.0,412.0,863.0,47.0,451.0,536.0,131.0,405.0,392.0,1232.0,734.0,18.0,Premier_League,2022_2023
151,Leeds United,29.0,38.0,787.0,437.0,396.0,298.0,93.0,408.0,886.0,46.0,478.0,473.0,143.0,330.0,395.0,1182.0,621.0,15.0,Premier_League,2021_2022
152,Legia Warsaw,,,,,,,,,,,,,,,,,,,,
152,Legia Warsaw,,,,,,,,,,,,,,,,,,,,
152,Legia Warsaw,,,,,,,,,,,,,,,,,,,,
153,Leicester City,28.0,38.0,699.0,412.0,345.0,291.0,63.0,308.0,677.0,45.0,369.0,517.0,170.0,347.0,367.0,1066.0,777.0,12.0,Premier_League,2022_2023
153,Leicester City,28.0,38.0,690.0,384.0,336.0,270.0,84.0,306.0,720.0,42.0,414.0,469.0,146.0,323.0,367.0,1057.0,777.0,15.0,Premier_League,2021_2022
154,Lens,29.0,38.0,540.0,323.0,225.0,238.0,77.0,262.0,570.0,46.0,308.0,401.0,112.0,289.0,339.0,879.0,559.0,7.0,Ligue_1,2022_2023
154,Lens,27.0,34.0,554.0,339.0,213.0,266.0,75.0,291.0,569.0,51.0,278.0,392.0,112.0,280.0,298.0,852.0,549.0,16.0,Ligue_1,2023_2024
154,Lens,28.0,38.0,591.0,359.0,273.0,243.0,75.0,266.0,602.0,44.0,336.0,360.0,99.0,261.0,455.0,1046.0,616.0,7.0,Ligue_1,2021_2022
155,Levadiakos,,,,,,,,,,,,,,,,,,,,
156,Levante,31.0,38.0,558.0,305.0,268.0,212.0,78.0,237.0,611.0,38.0,374.0,326.0,110.0,216.0,377.0,935.0,735.0,12.0,La_Liga,2021_2022
157,Leverkusen,27.0,34.0,494.0,280.0,242.0,206.0,46.0,236.0,421.0,56.0,185.0,358.0,99.0,259.0,294.0,788.0,599.0,12.0,Bundesliga,2022_2023
157,Leverkusen,29.0,34.0,484.0,281.0,235.0,199.0,50.0,225.0,493.0,45.0,268.0,350.0,101.0,249.0,360.0,844.0,620.0,12.0,Bundesliga,2021_2022
157,Leverkusen,24.0,34.0,458.0,277.0,183.0,187.0,88.0,197.0,403.0,48.0,206.0,330.0,72.0,258.0,224.0,682.0,460.0,9.0,Bundesliga,2023_2024
158,Levski Sofia,,,,,,,,,,,,,,,,,,,,
158,Levski Sofia,,,,,,,,,,,,,,,,,,,,
158,Levski Sofia,,,,,,,,,,,,,,,,,,,,
