club_id,club,num_of_players,90s_played,tackles,tackles_won,tackles_(def_3rd),tackles_(mid_3rd),tackles_(att_3rd),dribblers_tackled,dribbles_challenged,%_of_dribblers_tackled,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,tkl+int,clearances,errors,league,season
234,Real Sociedad,30.0,38.0,660.0,395.0,304.0,254.0,102.0,285.0,613.0,46.0,328.0,399.0,103.0,296.0,271.0,931.0,624.0,13.0,La_Liga,2022_2023
234,Real Sociedad,31.0,38.0,650.0,405.0,271.0,285.0,94.0,283.0,552.0,51.0,269.0,405.0,118.0,287.0,253.0,903.0,693.0,15.0,La_Liga,2023_2024
235,Red Star,,,,,,,,,,,,,,,,,,,,
235,Red Star,,,,,,,,,,,,,,,,,,,,
235,Red Star,,,,,,,,,,,,,,,,,,,,
236,Reims,34.0,38.0,703.0,407.0,338.0,259.0,106.0,339.0,747.0,45.0,408.0,468.0,127.0,341.0,397.0,1100.0,633.0,15.0,Ligue_1,2022_2023
236,Reims,29.0,34.0,640.0,392.0,303.0,246.0,91.0,320.0,639.0,50.0,319.0,398.0,133.0,265.0,342.0,982.0,671.0,10.0,Ligue_1,2023_2024
236,Reims,35.0,38.0,615.0,365.0,328.0,221.0,66.0,286.0,629.0,45.0,343.0,460.0,154.0,306.0,493.0,1108.0,753.0,7.0,Ligue_1,2021_2022
237,Rennes,32.0,38.0,600.0,335.0,255.0,251.0,94.0,289.0,616.0,46.0,327.0,392.0,91.0,301.0,341.0,941.0,587.0,10.0,Ligue_1,2022_2023
237,Rennes,29.0,34.0,526.0,311.0,261.0,190.0,75.0,280.0,525.0,53.0,245.0,371.0,106.0,265.0,328.0,854.0,618.0,10.0,Ligue_1,2023_2024
237,Rennes,28.0,38.0,546.0,318.0,234.0,215.0,97.0,261.0,550.0,47.0,289.0,347.0,92.0,255.0,315.0,861.0,646.0,12.0,Ligue_1,2021_2022
238,Ried,,,,,,,,,,,,,,,,,,,,
238,Ried,,,,,,,,,,,,,,,,,,,,
239,Rio Ave,33.0,34.0,541.0,329.0,253.0,233.0,55.0,283.0,577.0,49.0,294.0,403.0,119.0,284.0,289.0,830.0,755.0,15.0,Primeira_Liga,2023_2024
239,Rio Ave,30.0,34.0,542.0,334.0,264.0,231.0,47.0,271.0,548.0,49.0,277.0,390.0,129.0,261.0,298.0,840.0,700.0,12.0,Primeira_Liga,2022_2023
240,Rizespor,,,,,,,,,,,,,,,,,,,,
240,Rizespor,,,,,,,,,,,,,,,,,,,,
241,Roma,30.0,38.0,624.0,340.0,301.0,257.0,66.0,289.0,617.0,46.0,328.0,392.0,113.0,279.0,368.0,992.0,590.0,9.0,Serie_A,2022_2023
241,Roma,30.0,38.0,569.0,336.0,261.0,229.0,79.0,249.0,535.0,46.0,286.0,370.0,132.0,238.0,242.0,811.0,623.0,16.0,Serie_A,2023_2024
241,Roma,29.0,38.0,613.0,362.0,282.0,253.0,78.0,283.0,622.0,45.0,339.0,383.0,82.0,301.0,385.0,998.0,552.0,9.0,Serie_A,2021_2022
242,Ruch Chorzów,,,,,,,,,,,,,,,,,,,,
243,SC Austria Lustenau,,,,,,,,,,,,,,,,,,,,
243,SC Austria Lustenau,,,,,,,,,,,,,,,,,,,,
244,SCR Altach,,,,,,,,,,,,,,,,,,,,
244,SCR Altach,,,,,,,,,,,,,,,,,,,,
244,SCR Altach,,,,,,,,,,,,,,,,,,,,
245,SK Austria Klagenfurt,,,,,,,,,,,,,,,,,,,,
245,SK Austria Klagenfurt,,,,,,,,,,,,,,,,,,,,
245,SK Austria Klagenfurt,,,,,,,,,,,,,,,,,,,,
246,Saint-Étienne,39.0,38.0,695.0,397.0,341.0,265.0,89.0,295.0,638.0,46.0,343.0,398.0,93.0,305.0,452.0,1147.0,563.0,10.0,Ligue_1,2021_2022
247,Salernitana,30.0,38.0,587.0,337.0,309.0,220.0,58.0,259.0,569.0,45.0,310.0,409.0,157.0,252.0,329.0,916.0,740.0,13.0,Serie_A,2022_2023
247,Salernitana,39.0,38.0,536.0,327.0,289.0,198.0,49.0,257.0,519.0,49.0,262.0,409.0,161.0,248.0,279.0,815.0,816.0,12.0,Serie_A,2023_2024
247,Salernitana,42.0,38.0,541.0,321.0,274.0,208.0,59.0,277.0,579.0,47.0,302.0,394.0,146.0,248.0,353.0,894.0,777.0,3.0,Serie_A,2021_2022
248,Sampdoria,40.0,38.0,589.0,351.0,290.0,240.0,59.0,261.0,558.0,46.0,297.0,428.0,152.0,276.0,317.0,906.0,688.0,7.0,Serie_A,2022_2023
248,Sampdoria,34.0,38.0,562.0,327.0,277.0,217.0,68.0,288.0,629.0,45.0,341.0,383.0,134.0,249.0,443.0,1005.0,723.0,11.0,Serie_A,2021_2022
249,Samsunspor,,,,,,,,,,,,,,,,,,,,
250,Santa Clara,32.0,34.0,524.0,323.0,279.0,198.0,47.0,262.0,539.0,48.0,277.0,322.0,97.0,225.0,378.0,902.0,657.0,11.0,Primeira_Liga,2021_2022
250,Santa Clara,34.0,34.0,546.0,342.0,262.0,228.0,56.0,274.0,578.0,47.0,304.0,366.0,112.0,254.0,314.0,860.0,735.0,7.0,Primeira_Liga,2022_2023
251,Sassuolo,31.0,38.0,502.0,281.0,237.0,186.0,79.0,216.0,461.0,46.0,245.0,371.0,122.0,249.0,278.0,780.0,658.0,16.0,Serie_A,2022_2023
251,Sassuolo,30.0,38.0,507.0,310.0,241.0,198.0,68.0,245.0,531.0,46.0,286.0,402.0,143.0,259.0,267.0,774.0,767.0,14.0,Serie_A,2023_2024
251,Sassuolo,29.0,38.0,482.0,271.0,252.0,163.0,67.0,236.0,574.0,41.0,338.0,422.0,127.0,295.0,314.0,796.0,664.0,19.0,Serie_A,2021_2022
252,Schalke 04,35.0,34.0,542.0,329.0,240.0,246.0,56.0,253.0,551.0,45.0,298.0,397.0,110.0,287.0,306.0,848.0,723.0,12.0,Bundesliga,2022_2023
253,Septemvri Sofia,,,,,,,,,,,,,,,,,,,,
254,Sevilla,33.0,38.0,534.0,302.0,252.0,211.0,71.0,236.0,542.0,43.0,306.0,367.0,124.0,243.0,270.0,804.0,603.0,18.0,La_Liga,2021_2022
254,Sevilla,35.0,38.0,587.0,367.0,261.0,230.0,96.0,281.0,591.0,47.0,310.0,361.0,127.0,234.0,339.0,926.0,633.0,9.0,La_Liga,2022_2023
254,Sevilla,35.0,38.0,697.0,463.0,380.0,237.0,80.0,335.0,626.0,53.0,291.0,395.0,123.0,272.0,313.0,1010.0,772.0,9.0,La_Liga,2023_2024
255,Sheffield Utd,35.0,38.0,709.0,405.0,375.0,248.0,86.0,299.0,635.0,47.0,336.0,514.0,180.0,334.0,348.0,1057.0,1042.0,18.0,Premier_League,2023_2024
256,Silkeborg,,,,,,,,,,,,,,,,,,,,
256,Silkeborg,,,,,,,,,,,,,,,,,,,,
256,Silkeborg,,,,,,,,,,,,,,,,,,,,
257,Sint-Truiden,,,,,,,,,,,,,,,,,,,,
257,Sint-Truiden,,,,,,,,,,,,,,,,,,,,
257,Sint-Truiden,,,,,,,,,,,,,,,,,,,,
258,Sivasspor,,,,,,,,,,,,,,,,,,,,
258,Sivasspor,,,,,,,,,,,,,,,,,,,,
258,Sivasspor,,,,,,,,,,,,,,,,,,,,
259,Slavia Sofia,,,,,,,,,,,,,,,,,,,,
259,Slavia Sofia,,,,,,,,,,,,,,,,,,,,
259,Slavia Sofia,,,,,,,,,,,,,,,,,,,,
260,Southampton,36.0,38.0,714.0,426.0,378.0,279.0,57.0,297.0,612.0,48.0,315.0,542.0,165.0,377.0,427.0,1141.0,852.0,11.0,Premier_League,2022_2023
260,Southampton,25.0,38.0,602.0,340.0,285.0,243.0,74.0,248.0,581.0,42.0,333.0,430.0,132.0,298.0,446.0,1048.0,795.0,13.0,Premier_League,2021_2022
261,Sparta R'dam,,,,,,,,,,,,,,,,,,,,
261,Sparta R'dam,,,,,,,,,,,,,,,,,,,,
261,Sparta R'dam,,,,,,,,,,,,,,,,,,,,
262,Spartak Subotic,,,,,,,,,,,,,,,,,,,,
262,Spartak Subotic,,,,,,,,,,,,,,,,,,,,
262,Spartak Subotic,,,,,,,,,,,,,,,,,,,,
263,Spezia,34.0,38.0,622.0,359.0,290.0,236.0,96.0,254.0,569.0,44.0,315.0,457.0,161.0,296.0,301.0,923.0,830.0,7.0,Serie_A,2022_2023
263,Spezia,30.0,38.0,580.0,343.0,301.0,205.0,74.0,266.0,585.0,45.0,319.0,465.0,176.0,289.0,372.0,952.0,736.0,8.0,Serie_A,2021_2022
264,Sporting CP,29.0,34.0,562.0,354.0,211.0,259.0,92.0,257.0,496.0,51.0,239.0,281.0,70.0,211.0,216.0,778.0,420.0,8.0,Primeira_Liga,2023_2024
264,Sporting CP,31.0,34.0,567.0,333.0,237.0,261.0,69.0,262.0,577.0,45.0,315.0,331.0,67.0,264.0,341.0,908.0,427.0,7.0,Primeira_Liga,2021_2022
264,Sporting CP,32.0,34.0,595.0,352.0,203.0,298.0,94.0,312.0,597.0,52.0,285.0,295.0,70.0,225.0,293.0,888.0,363.0,7.0,Primeira_Liga,2022_2023
265,Stal Mielec,,,,,,,,,,,,,,,,,,,,
265,Stal Mielec,,,,,,,,,,,,,,,,,,,,
265,Stal Mielec,,,,,,,,,,,,,,,,,,,,
266,Standard Liège,,,,,,,,,,,,,,,,,,,,
266,Standard Liège,,,,,,,,,,,,,,,,,,,,
266,Standard Liège,,,,,,,,,,,,,,,,,,,,
267,Strasbourg,29.0,38.0,690.0,409.0,316.0,284.0,90.0,344.0,666.0,51.0,322.0,423.0,98.0,325.0,437.0,1127.0,688.0,5.0,Ligue_1,2022_2023
267,Strasbourg,30.0,34.0,620.0,383.0,317.0,240.0,63.0,308.0,572.0,53.0,264.0,406.0,115.0,291.0,347.0,967.0,682.0,13.0,Ligue_1,2023_2024
267,Strasbourg,26.0,38.0,660.0,392.0,302.0,257.0,101.0,293.0,626.0,46.0,333.0,380.0,93.0,287.0,433.0,1093.0,563.0,6.0,Ligue_1,2021_2022
268,Sturm Graz,,,,,,,,,,,,,,,,,,,,
268,Sturm Graz,,,,,,,,,,,,,,,,,,,,
268,Sturm Graz,,,,,,,,,,,,,,,,,,,,
269,Stuttgart,30.0,34.0,528.0,316.0,255.0,207.0,66.0,268.0,524.0,51.0,256.0,421.0,113.0,308.0,308.0,836.0,666.0,10.0,Bundesliga,2022_2023
269,Stuttgart,34.0,34.0,532.0,307.0,231.0,236.0,65.0,241.0,530.0,45.0,289.0,386.0,124.0,262.0,342.0,874.0,708.0,8.0,Bundesliga,2021_2022
269,Stuttgart,27.0,34.0,537.0,316.0,222.0,239.0,76.0,253.0,513.0,49.0,260.0,378.0,109.0,269.0,269.0,806.0,619.0,12.0,Bundesliga,2023_2024
270,SønderjyskE,,,,,,,,,,,,,,,,,,,,
271,TSC Bačka Top,,,,,,,,,,,,,,,,,,,,
271,TSC Bačka Top,,,,,,,,,,,,,,,,,,,,
271,TSC Bačka Top,,,,,,,,,,,,,,,,,,,,
272,Tondela,27.0,34.0,586.0,376.0,330.0,207.0,49.0,305.0,599.0,50.0,294.0,318.0,95.0,223.0,348.0,934.0,669.0,6.0,Primeira_Liga,2021_2022
273,Torino,28.0,38.0,473.0,265.0,231.0,187.0,55.0,199.0,367.0,54.0,168.0,337.0,110.0,227.0,292.0,765.0,627.0,9.0,Serie_A,2022_2023
273,Torino,30.0,38.0,471.0,275.0,207.0,213.0,51.0,191.0,386.0,49.0,195.0,303.0,100.0,203.0,329.0,800.0,594.0,15.0,Serie_A,2023_2024
273,Torino,31.0,38.0,531.0,314.0,223.0,234.0,74.0,228.0,440.0,51.0,212.0,375.0,108.0,267.0,423.0,954.0,651.0,4.0,Serie_A,2021_2022
274,Tottenham,29.0,38.0,724.0,451.0,335.0,264.0,125.0,360.0,691.0,52.0,331.0,445.0,132.0,313.0,355.0,1079.0,707.0,24.0,Premier_League,2023_2024
274,Tottenham,29.0,38.0,619.0,353.0,325.0,215.0,79.0,275.0,574.0,47.0,299.0,428.0,148.0,280.0,340.0,959.0,762.0,20.0,Premier_League,2022_2023
274,Tottenham,25.0,38.0,598.0,349.0,286.0,244.0,68.0,262.0,584.0,44.0,322.0,470.0,161.0,309.0,355.0,953.0,793.0,15.0,Premier_League,2021_2022
275,Toulouse,29.0,38.0,716.0,406.0,349.0,264.0,103.0,368.0,842.0,43.0,474.0,476.0,138.0,338.0,409.0,1125.0,656.0,15.0,Ligue_1,2022_2023
275,Toulouse,26.0,34.0,612.0,358.0,295.0,241.0,76.0,294.0,626.0,47.0,332.0,431.0,148.0,283.0,294.0,906.0,715.0,6.0,Ligue_1,2023_2024
276,Trabzonspor,,,,,,,,,,,,,,,,,,,,
276,Trabzonspor,,,,,,,,,,,,,,,,,,,,
276,Trabzonspor,,,,,,,,,,,,,,,,,,,,
277,Troyes,32.0,38.0,608.0,361.0,333.0,207.0,68.0,272.0,606.0,44.0,334.0,416.0,144.0,272.0,398.0,1006.0,779.0,5.0,Ligue_1,2022_2023
277,Troyes,35.0,38.0,636.0,351.0,351.0,221.0,64.0,285.0,625.0,45.0,340.0,375.0,107.0,268.0,430.0,1066.0,656.0,8.0,Ligue_1,2021_2022
278,Tsarsko Selo,,,,,,,,,,,,,,,,,,,,
279,Twente,,,,,,,,,,,,,,,,,,,,
279,Twente,,,,,,,,,,,,,,,,,,,,
279,Twente,,,,,,,,,,,,,,,,,,,,
280,Udinese,30.0,38.0,651.0,365.0,363.0,228.0,60.0,326.0,632.0,51.0,306.0,437.0,128.0,309.0,314.0,965.0,712.0,8.0,Serie_A,2022_2023
280,Udinese,32.0,38.0,606.0,381.0,345.0,213.0,48.0,299.0,571.0,52.0,272.0,437.0,129.0,308.0,327.0,933.0,988.0,10.0,Serie_A,2023_2024
280,Udinese,29.0,38.0,622.0,350.0,282.0,271.0,69.0,284.0,643.0,44.0,359.0,432.0,122.0,310.0,351.0,973.0,671.0,12.0,Serie_A,2021_2022
281,Union Berlin,28.0,34.0,494.0,278.0,217.0,216.0,61.0,239.0,525.0,45.0,286.0,356.0,101.0,255.0,262.0,756.0,704.0,6.0,Bundesliga,2022_2023
281,Union Berlin,28.0,34.0,538.0,296.0,266.0,223.0,49.0,268.0,568.0,47.0,300.0,322.0,90.0,232.0,376.0,914.0,657.0,7.0,Bundesliga,2021_2022
281,Union Berlin,30.0,34.0,549.0,352.0,242.0,240.0,67.0,254.0,504.0,50.0,250.0,480.0,137.0,343.0,305.0,854.0,861.0,9.0,Bundesliga,2023_2024
282,Union SG,,,,,,,,,,,,,,,,,,,,
282,Union SG,,,,,,,,,,,,,,,,,,,,
282,Union SG,,,,,,,,,,,,,,,,,,,,
283,Utrecht,,,,,,,,,,,,,,,,,,,,
283,Utrecht,,,,,,,,,,,,,,,,,,,,
283,Utrecht,,,,,,,,,,,,,,,,,,,,
284,Valencia,34.0,38.0,591.0,364.0,289.0,217.0,85.0,266.0,623.0,42.0,357.0,373.0,93.0,280.0,339.0,930.0,746.0,8.0,La_Liga,2021_2022
284,Valencia,28.0,38.0,678.0,428.0,340.0,254.0,84.0,311.0,645.0,48.0,334.0,370.0,75.0,295.0,288.0,966.0,643.0,21.0,La_Liga,2022_2023
284,Valencia,29.0,38.0,657.0,379.0,335.0,250.0,72.0,309.0,618.0,50.0,309.0,392.0,105.0,287.0,324.0,981.0,842.0,9.0,La_Liga,2023_2024
285,Valladolid,36.0,38.0,671.0,396.0,334.0,251.0,86.0,296.0,628.0,47.0,332.0,432.0,149.0,283.0,345.0,1016.0,767.0,8.0,La_Liga,2022_2023
286,Vejle BK,,,,,,,,,,,,,,,,,,,,
286,Vejle BK,,,,,,,,,,,,,,,,,,,,
287,Venezia,39.0,38.0,613.0,352.0,325.0,217.0,71.0,273.0,626.0,43.0,353.0,495.0,202.0,293.0,388.0,1001.0,865.0,13.0,Serie_A,2021_2022
288,Viborg,,,,,,,,,,,,,,,,,,,,
288,Viborg,,,,,,,,,,,,,,,,,,,,
288,Viborg,,,,,,,,,,,,,,,,,,,,
289,Villarreal,29.0,38.0,538.0,312.0,250.0,197.0,91.0,229.0,476.0,48.0,247.0,330.0,109.0,221.0,329.0,867.0,644.0,16.0,La_Liga,2021_2022
289,Villarreal,32.0,38.0,578.0,370.0,276.0,201.0,101.0,270.0,534.0,50.0,264.0,372.0,125.0,247.0,262.0,840.0,691.0,16.0,La_Liga,2022_2023
289,Villarreal,32.0,38.0,576.0,348.0,288.0,212.0,76.0,260.0,532.0,48.0,272.0,386.0,130.0,256.0,304.0,880.0,789.0,12.0,La_Liga,2023_2024
290,Vitesse,,,,,,,,,,,,,,,,,,,,
290,Vitesse,,,,,,,,,,,,,,,,,,,,
290,Vitesse,,,,,,,,,,,,,,,,,,,,
291,Vitória,27.0,34.0,505.0,320.0,241.0,205.0,59.0,283.0,555.0,51.0,272.0,366.0,78.0,288.0,277.0,782.0,643.0,7.0,Primeira_Liga,2023_2024
291,Vitória,31.0,34.0,470.0,290.0,215.0,188.0,67.0,238.0,516.0,46.0,278.0,279.0,77.0,202.0,322.0,792.0,554.0,10.0,Primeira_Liga,2021_2022
291,Vitória,34.0,34.0,579.0,353.0,325.0,187.0,67.0,287.0,541.0,53.0,254.0,359.0,97.0,262.0,350.0,929.0,703.0,5.0,Primeira_Liga,2022_2023
292,Vizela,31.0,34.0,521.0,312.0,262.0,198.0,61.0,257.0,536.0,47.0,279.0,384.0,127.0,257.0,266.0,787.0,766.0,8.0,Primeira_Liga,2023_2024
292,Vizela,31.0,34.0,534.0,322.0,271.0,192.0,71.0,266.0,585.0,45.0,319.0,314.0,99.0,215.0,384.0,918.0,695.0,9.0,Primeira_Liga,2021_2022
292,Vizela,30.0,34.0,558.0,319.0,262.0,227.0,69.0,296.0,546.0,54.0,250.0,370.0,132.0,238.0,381.0,939.0,817.0,5.0,Primeira_Liga,2022_2023
293,Vojvodina,,,,,,,,,,,,,,,,,,,,
293,Vojvodina,,,,,,,,,,,,,,,,,,,,
293,Vojvodina,,,,,,,,,,,,,,,,,,,,
294,Volendam,,,,,,,,,,,,,,,,,,,,
294,Volendam,,,,,,,,,,,,,,,,,,,,
295,Volos NFC,,,,,,,,,,,,,,,,,,,,
295,Volos NFC,,,,,,,,,,,,,,,,,,,,
295,Volos NFC,,,,,,,,,,,,,,,,,,,,
296,Voždovac,,,,,,,,,,,,,,,,,,,,
296,Voždovac,,,,,,,,,,,,,,,,,,,,
296,Voždovac,,,,,,,,,,,,,,,,,,,,
297,WSG Tirol,,,,,,,,,,,,,,,,,,,,
297,WSG Tirol,,,,,,,,,,,,,,,,,,,,
297,WSG Tirol,,,,,,,,,,,,,,,,,,,,
298,Warta Poznań,,,,,,,,,,,,,,,,,,,,
298,Warta Poznań,,,,,,,,,,,,,,,,,,,,
298,Warta Poznań,,,,,,,,,,,,,,,,,,,,
299,Watford,30.0,38.0,614.0,356.0,341.0,213.0,60.0,278.0,626.0,44.0,348.0,440.0,148.0,292.0,444.0,1058.0,899.0,19.0,Premier_League,2021_2022
300,Werder Bremen,25.0,34.0,595.0,349.0,269.0,273.0,53.0,300.0,617.0,48.0,317.0,371.0,103.0,268.0,321.0,916.0,789.0,7.0,Bundesliga,2022_2023
300,Werder Bremen,30.0,34.0,604.0,351.0,303.0,239.0,62.0,312.0,609.0,51.0,297.0,434.0,153.0,281.0,284.0,888.0,785.0,9.0,Bundesliga,2023_2024
301,West Ham,26.0,38.0,684.0,426.0,350.0,254.0,80.0,307.0,607.0,50.0,300.0,487.0,180.0,307.0,361.0,1045.0,906.0,9.0,Premier_League,2023_2024
301,West Ham,25.0,38.0,608.0,336.0,290.0,226.0,92.0,270.0,563.0,48.0,293.0,415.0,139.0,276.0,408.0,1016.0,810.0,10.0,Premier_League,2022_2023
301,West Ham,25.0,38.0,534.0,301.0,273.0,199.0,62.0,240.0,557.0,43.0,317.0,420.0,175.0,245.0,374.0,908.0,781.0,5.0,Premier_League,2021_2022
302,Westerlo,,,,,,,,,,,,,,,,,,,,
302,Westerlo,,,,,,,,,,,,,,,,,,,,
303,Widzew Łódź,,,,,,,,,,,,,,,,,,,,
303,Widzew Łódź,,,,,,,,,,,,,,,,,,,,
304,Willem II,,,,,,,,,,,,,,,,,,,,
305,Wisła Kraków,,,,,,,,,,,,,,,,,,,,
306,Wisła Płock,,,,,,,,,,,,,,,,,,,,
306,Wisła Płock,,,,,,,,,,,,,,,,,,,,
307,Wolfsberger AC,,,,,,,,,,,,,,,,,,,,
307,Wolfsberger AC,,,,,,,,,,,,,,,,,,,,
307,Wolfsberger AC,,,,,,,,,,,,,,,,,,,,
308,Wolfsburg,28.0,34.0,543.0,324.0,255.0,206.0,82.0,265.0,521.0,50.0,256.0,443.0,116.0,327.0,292.0,835.0,701.0,9.0,Bundesliga,2022_2023
308,Wolfsburg,30.0,34.0,539.0,298.0,278.0,201.0,60.0,257.0,540.0,47.0,283.0,388.0,103.0,285.0,388.0,927.0,740.0,9.0,Bundesliga,2021_2022
308,Wolfsburg,28.0,34.0,550.0,303.0,272.0,201.0,77.0,262.0,527.0,49.0,265.0,414.0,99.0,315.0,268.0,818.0,801.0,8.0,Bundesliga,2023_2024
309,Wolves,27.0,38.0,739.0,430.0,415.0,247.0,77.0,312.0,607.0,51.0,295.0,506.0,173.0,333.0,284.0,1023.0,828.0,16.0,Premier_League,2023_2024
309,Wolves,32.0,38.0,660.0,370.0,363.0,222.0,75.0,285.0,616.0,46.0,331.0,497.0,175.0,322.0,279.0,939.0,817.0,19.0,Premier_League,2022_2023
309,Wolves,26.0,38.0,673.0,377.0,377.0,242.0,54.0,273.0,671.0,40.0,398.0,437.0,135.0,302.0,389.0,1062.0,820.0,20.0,Premier_League,2021_2022
310,Yeni Mal'spor,,,,,,,,,,,,,,,,,,,,
311,Zagłębie Lubin,,,,,,,,,,,,,,,,,,,,
311,Zagłębie Lubin,,,,,,,,,,,,,,,,,,,,
311,Zagłębie Lubin,,,,,,,,,,,,,,,,,,,,
312,Zulte Waregem,,,,,,,,,,,,,,,,,,,,
312,Zulte Waregem,,,,,,,,,,,,,,,,,,,,
313,Zwolle,,,,,,,,,,,,,,,,,,,,
313,Zwolle,,,,,,,,,,,,,,,,,,,,
314,Ümraniyespor,,,,,,,,,,,,,,,,,,,,
315,Čukarički,,,,,,,,,,,,,,,,,,,,
315,Čukarički,,,,,,,,,,,,,,,,,,,,
315,Čukarički,,,,,,,,,,,,,,,,,,,,
316,İstanbulspor,,,,,,,,,,,,,,,,,,,,
316,İstanbulspor,,,,,,,,,,,,,,,,,,,,
317,Łódzki KS,,,,,,,,,,,,,,,,,,,,
318,Śląsk Wrocław,,,,,,,,,,,,,,,,,,,,
318,Śląsk Wrocław,,,,,,,,,,,,,,,,,,,,
318,Śląsk Wrocław,,,,,,,,,,,,,,,,,,,,
