Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Matches
Pieter Gerkens,be BEL,MF,Antwerp,26,1995,16.0,2,0,0,18,14,1,6,10,15,0,0,0,60,40,28,58.8,Matches
Jay-Dee Geusens,be BEL,FW,Genk,20,2002,0.0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,Matches
Ali Gholizadeh,ir IRN,"MF,FW",Charleroi,26,1996,10.8,0,0,0,6,7,2,29,4,3,0,0,0,47,2,6,25.0,Matches
Jo Gilis,be BEL,FW,OH Leuven,22,2000,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Nick Gillekens,be BEL,GK,Westerlo,27,1995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Bruno Godeau,be BEL,DF,Gent,30,1992,6.5,4,0,0,10,0,0,1,6,6,0,1,0,35,9,8,52.9,Matches
Sergio Gómez,es ESP,DF,Anderlecht,21,2000,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
Vagner Gonçalves,cv CPV,"FW,MF",R.F.C. Seraing,26,1996,15.8,5,1,1,26,38,10,76,1,14,0,0,0,46,14,36,28.0,Matches
Mario González,es ESP,FW,OH Leuven,26,1996,18.2,0,0,0,12,12,8,0,1,0,2,0,0,41,27,36,42.9,Matches
Jan Gorenc,si SVN,DF,Eupen,23,1999,2.0,0,0,0,3,1,0,0,7,1,0,0,0,10,5,3,62.5,Matches
Fernand Gouré,ci CIV,MF,Westerlo,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Milan Govaers,be BEL,DF,Oostende,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Makhtar Gueye,sn SEN,"MF,FW",Oostende,24,1997,0.4,1,0,0,1,1,2,0,0,1,0,0,0,1,4,0,100.0,Matches
Valentin Guillaume,be BEL,"MF,FW",R.F.C. Seraing,21,2001,5.3,1,0,0,13,1,2,16,7,2,0,0,0,23,5,12,29.4,Matches
Muhammed Gümüskaya,tr TUR,"FW,MF",Westerlo,21,2001,2.1,0,0,0,1,4,0,5,1,3,0,0,0,13,2,1,66.7,Matches
Pape Habib Guèye,sn SEN,FW,Kortrijk,22,1999,13.4,5,1,0,38,22,7,2,5,10,0,0,0,36,43,69,38.4,Matches
Anouar Ait El Hadj,be BEL,"MF,FW",Anderlecht,20,2002,1.1,0,0,0,0,0,1,2,0,2,0,0,0,7,0,0,,Matches
Anouar Ait El Hadj,be BEL,"FW,MF",Genk,20,2002,1.4,0,0,0,0,3,3,4,0,1,0,0,0,9,0,1,0.0,Matches
Geoffry Hairemans,be BEL,"FW,MF",Mechelen,30,1991,27.8,2,0,0,38,30,5,177,21,24,0,0,0,156,45,55,45.0,Matches
Luqman Hakim,my MAS,FW,Kortrijk,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Lennert Hallaert,be BEL,"FW,DF",Zulte Waregem,19,2003,1.8,0,0,0,1,0,4,8,0,3,0,0,0,6,0,5,0.0,Matches
Andreas Hanche-Olsen,no NOR,DF,Gent,25,1997,4.4,0,0,0,0,1,0,1,7,4,0,0,0,29,7,3,70.0,Matches
Taichi Hara,jp JPN,FW,Sint-Truiden,23,1999,5.6,1,0,0,7,6,2,2,2,1,0,1,0,14,39,44,47.0,Matches
Arthur Harinck,be BEL,DF,Zulte Waregem,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches

Faris Haroun,be BEL,MF,Antwerp,36,1985,0.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
Daiki Hashioka,jp JPN,"DF,MF",Sint-Truiden,23,1999,30.6,3,0,0,36,28,1,123,49,38,0,1,0,130,113,85,57.1,Matches
Ibe Hautekiet,be BEL,DF,Standard Liège,20,2002,0.1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,,Matches
Daichi Hayashi,jp JPN,FW,Sint-Truiden,25,1997,22.1,3,0,0,49,31,16,19,6,12,2,0,0,52,12,30,28.6,Matches
Heitor,br BRA,DF,Cercle Brugge,21,2000,1.6,1,0,0,4,1,0,4,1,3,0,0,0,12,1,2,33.3,Matches
Jack Hendry,sct SCO,DF,Club Brugge,27,1995,4.3,1,0,0,3,2,2,0,5,3,0,0,0,16,13,0,100.0,Matches
David Henen,tg TOG,"DF,FW",Kortrijk,26,1996,7.5,1,0,0,11,9,2,19,7,3,0,0,0,61,8,9,47.1,Matches
Jorge Hernandez,us USA,"MF,FW",Mechelen,21,2000,1.4,1,0,0,3,2,0,3,2,1,0,0,0,10,0,0,,Matches
Daan Heymans,be BEL,"MF,FW",Charleroi,23,1999,19.1,3,0,0,19,13,1,5,8,20,1,0,0,90,47,48,49.5,Matches
Bryan Heynen,be BEL,MF,Genk,25,1997,30.9,5,0,0,45,41,4,10,36,35,1,0,0,161,72,61,54.1,Matches
Andrew Hjulsager,dk DEN,"MF,FW",Gent,27,1995,12.7,0,0,0,25,26,4,81,6,18,0,1,0,61,3,5,37.5,Matches
Wesley Hoedt,nl NED,DF,Anderlecht,28,1994,14.3,1,0,0,7,6,3,2,19,12,0,1,1,71,38,19,66.7,Matches
Raphael Holzhauser,at AUT,"FW,MF",OH Leuven,29,1993,7.0,1,0,0,1,15,1,46,0,1,0,0,0,20,3,6,33.3,Matches
Fraser Hornby,sct SCO,FW,Oostende,22,1999,17.9,6,0,0,22,19,13,22,8,5,0,0,0,61,105,109,49.1,Matches
Amirhossein Hosseinzadeh,ir IRN,"MF,FW",Charleroi,21,2000,12.2,3,0,0,18,8,3,18,7,18,0,0,0,69,12,13,48.0,Matches
Dino Hotić,ba BIH,"MF,FW",Cercle Brugge,27,1995,21.6,2,0,0,25,32,3,162,11,17,1,0,0,113,12,29,29.3,Matches
Patrik Hrošovský,sk SVK,MF,Genk,30,1992,33.5,3,0,0,28,48,0,14,42,41,0,0,0,294,16,28,36.4,Matches
David Hubert,be BEL,MF,Zulte Waregem,34,1988,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Guillaume Hubert,be BEL,GK,Oostende,28,1994,22.0,0,0,0,0,3,0,0,0,1,0,0,0,26,10,0,100.0,Matches
Hong Hyunseok,kr KOR,"MF,FW",Gent,23,1999,26.5,1,0,0,14,36,0,91,24,41,1,0,0,150,12,26,31.6,Matches
Franck Idumbo,be BEL,FW,OH Leuven,20,2002,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Matches
Ejaita Ifoni,ng NGA,FW,R.F.C. Seraing,21,2000,2.0,0,0,0,0,2,1,0,1,0,0,0,0,5,5,7,41.7,Matches
Marco Ilaimaharitra,mg MAD,MF,Charleroi,27,1995,29.7,9,0,0,35,47,0,19,33,36,0,0,0,246,19,17,52.8,Matches
Marko Ilić,rs SRB,GK,Kortrijk,24,1998,17.0,1,0,0,0,6,0,0,0,0,0,0,0,21,6,1,85.7,Matches
Abdulrazaq Ishaq,ng NGA,"DF,MF",Anderlecht,20,2002,1.5,1,1,0,4,0,0,2,2,2,0,0,0,6,1,3,25.0,Matches

Vakoun Issouf Bayo,ci CIV,FW,Charleroi,25,1997,9.7,2,0,0,21,14,4,2,4,6,0,0,0,32,36,38,48.6,Matches
Junya Ito,jp JPN,FW,Genk,29,1993,1.0,0,0,0,0,1,0,4,1,2,0,0,0,5,1,0,100.0,Matches
Vincent Janssen,nl NED,FW,Antwerp,28,1994,25.6,6,0,0,43,52,24,12,6,21,0,1,0,66,66,63,51.2,Matches
Wolke Janssens,be BEL,DF,Sint-Truiden,27,1995,24.8,6,0,0,34,7,0,22,51,49,0,0,1,148,44,29,60.3,Matches
James Jeggo,au AUS,MF,Eupen,30,1992,10.0,5,0,0,18,14,0,0,19,13,1,2,0,58,10,10,50.0,Matches
Edisson Jordanov,bg BUL,DF,Westerlo,29,1993,14.5,2,0,0,21,24,1,45,13,25,0,0,0,65,12,8,60.0,Matches
Ferran Jutglà,es ESP,FW,Club Brugge,23,1999,21.7,3,0,0,15,28,5,5,10,4,0,0,0,62,31,56,35.6,Matches
Abdelkahar Kadri,dz ALG,"MF,FW",Kortrijk,22,2000,13.6,4,0,0,16,20,1,9,20,29,0,1,0,109,9,11,45.0,Matches
Shinji Kagawa,jp JPN,"MF,FW",Sint-Truiden,33,1989,8.0,3,0,0,7,16,1,27,2,4,0,0,0,48,6,12,33.3,Matches
Marco Kana,be BEL,MF,Anderlecht,19,2002,3.9,1,0,0,5,1,0,0,7,4,0,0,0,28,3,2,60.0,Matches
Ismaël Kandouss,ma MAR,DF,Union SG,24,1997,23.7,3,0,0,20,9,3,5,42,25,0,1,0,146,47,28,62.7,Matches
Fanos Katelaris,cy CYP,DF,Oostende,25,1996,9.9,3,1,1,6,2,0,6,20,6,0,0,1,49,20,16,55.6,Matches
Fatih Kaya,,"FW,MF",Sint-Truiden,22,1999,1.9,0,1,0,8,3,1,0,0,2,0,0,0,8,2,8,20.0,Matches
Joris Kayembe,cd COD,DF,Charleroi,27,1994,26.6,5,0,0,30,29,2,91,56,47,0,0,0,202,18,15,54.5,Matches
Emilio Kehrer,de GER,"FW,MF",Cercle Brugge,20,2002,1.8,0,0,0,2,1,1,1,2,2,0,0,0,8,1,1,50.0,Matches
Habib Keita,ml MLI,MF,Kortrijk,20,2002,12.7,7,1,1,20,41,1,25,24,28,0,0,0,95,8,15,34.8,Matches
Mandela Keita,be BEL,"MF,DF",OH Leuven,20,2002,2.6,1,0,0,3,3,0,0,2,5,0,0,0,14,6,4,60.0,Matches
Mandela Keita,be BEL,MF,Antwerp,20,2002,9.4,0,0,0,16,25,0,0,19,20,0,0,0,66,10,6,62.5,Matches
Sibiry Keita,ml MLI,DF,Eupen,21,2001,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Matches
Gyrano Kerk,sr SUR,FW,Antwerp,26,1995,9.5,1,0,0,13,16,10,7,4,11,1,0,0,44,4,13,23.5,Matches
Bilal El Khannouss,ma MAR,MF,Genk,18,2004,24.5,3,1,1,28,28,3,29,7,27,0,0,0,127,21,36,36.8,Matches
Gerald Kilota,fr FRA,"DF,MF",R.F.C. Seraing,28,1994,4.0,0,0,0,2,10,0,8,4,4,0,0,0,21,3,5,37.5,Matches
Sofian Kiyine,ma MAR,MF,OH Leuven,24,1997,11.7,3,0,0,36,15,0,64,7,15,0,0,0,67,5,9,35.7,Matches
Stefan Knežević,ch SUI,DF,Charleroi,25,1996,14.3,5,0,0,25,11,0,0,33,21,0,0,0,73,32,24,57.1,Matches
Hervé Koffi,bf BFA,GK,Charleroi,25,1996,28.0,3,0,0,1,8,0,0,2,1,0,0,0,37,9,0,100.0,Matches

Aboubakary Koita,mr MTN,"DF,MF",Sint-Truiden,23,1998,15.1,3,2,0,15,23,1,34,31,17,2,1,0,89,12,15,44.4,Matches
Mory Konaté,gn GUI,MF,Sint-Truiden,28,1993,21.6,6,2,1,38,30,1,4,28,22,0,0,0,132,41,25,62.1,Matches
Jan Král,cz CZE,DF,Eupen,23,1999,5.1,3,0,0,6,2,0,1,6,4,0,0,0,28,14,5,73.7,Matches
Léandre Kuavita,be BEL,"MF,FW",Standard Liège,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Mykola Kukharevych,ua UKR,"FW,DF",OH Leuven,21,2001,0.6,0,0,0,5,2,0,0,0,1,0,0,0,0,4,2,66.7,Matches
Sven Kums,be BEL,MF,Gent,34,1988,30.0,2,1,0,28,13,0,96,27,32,0,0,0,216,40,35,53.3,Matches
Sami Lahssaini,be BEL,MF,R.F.C. Seraing,23,1998,16.7,5,0,0,28,34,0,6,29,30,0,0,0,139,4,8,33.3,Matches
Konstantinos Laifis,cy CYP,DF,Standard Liège,29,1993,26.3,6,1,0,20,14,2,8,38,22,0,2,0,139,58,47,55.2,Matches
Boris lambert,be BEL,"DF,MF",Eupen,22,2000,28.7,5,0,0,27,15,0,4,77,49,0,0,1,180,60,67,47.2,Matches
Didier Lamkel Zé,cm CMR,"FW,MF",Kortrijk,25,1996,9.5,3,0,0,7,23,4,27,1,4,0,0,0,41,27,29,48.2,Matches
Noa Lang,nl NED,FW,Club Brugge,23,1999,20.7,4,0,0,17,35,8,101,4,16,3,0,0,91,5,14,26.3,Matches
Loïc Lapoussin,mg MAD,DF,Union SG,26,1996,24.5,3,0,0,19,44,3,65,35,42,1,0,0,229,7,11,38.9,Matches
Cyle Larin,ca CAN,FW,Club Brugge,27,1995,2.2,1,0,0,4,6,0,0,1,3,0,0,0,8,2,11,15.4,Matches
Dimitri Lavalée,be BEL,"DF,MF",Mechelen,25,1997,19.5,5,1,1,26,8,1,16,45,24,0,2,0,117,43,26,62.3,Matches
Toni Leistner,de GER,DF,Sint-Truiden,31,1990,23.9,3,0,0,19,15,3,2,46,16,0,0,1,135,59,29,67.0,Matches
Darko Lemajić,rs SRB,"FW,MF",Gent,28,1993,2.3,2,0,0,10,2,0,0,0,0,0,0,0,4,21,8,72.4,Matches
Theo Leoni,be BEL,MF,Anderlecht,22,2000,1.0,0,0,0,4,0,0,1,4,2,0,0,0,9,0,0,,Matches
Christophe Lepoint,be BEL,"DF,MF",R.F.C. Seraing,37,1984,21.6,5,0,0,34,12,3,0,28,22,0,1,1,111,35,27,56.5,Matches
Andrea Librici,be BEL,FW,Sint-Truiden,17,2004,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,Matches
Lucas Lissens,be BEL,DF,Anderlecht,21,2001,0.2,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,100.0,Matches
Stjepan Lončar,ba BIH,MF,Kortrijk,25,1996,13.1,4,0,0,13,5,0,33,19,15,0,0,0,114,12,13,48.0,Matches
Borja López,es ESP,DF,Zulte Waregem,28,1994,15.8,4,1,0,21,13,0,7,20,15,0,1,0,101,28,19,59.6,Matches
Jhon Lucumí,co COL,DF,Genk,24,1998,3.0,0,0,0,1,0,0,0,6,3,0,0,0,24,2,1,66.7,Matches
Senne Lynen,be BEL,MF,Union SG,23,1999,29.6,8,0,0,28,21,0,72,66,45,1,1,0,218,21,17,55.3,Matches
Koki Machida,jp JPN,DF,Union SG,24,1997,6.5,1,0,0,6,3,0,6,11,8,0,0,0,43,14,6,70.0,Matches

Nicolas Madsen,dk DEN,MF,Westerlo,22,2000,25.7,1,0,0,8,21,0,69,34,15,0,0,0,189,22,15,59.5,Matches
Mathieu Maertens,be BEL,"FW,MF",OH Leuven,27,1995,22.4,4,0,0,33,55,10,30,15,18,0,0,0,91,16,25,39.0,Matches
Tyreek Magee,jm JAM,"FW,MF",Eupen,22,1999,1.0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,2,0.0,Matches
Gary Magnée,be BEL,"MF,DF",Eupen,22,1999,24.4,7,1,1,19,14,9,30,36,37,0,1,0,180,18,33,35.3,Matches
Radosław Majecki,pl POL,GK,Cercle Brugge,22,1999,27.5,1,0,0,0,2,0,0,0,0,0,0,0,29,5,1,83.3,Matches
Yonas Malede,il ISR,"FW,MF",Mechelen,22,1999,12.8,1,0,0,21,28,9,26,2,7,1,0,0,38,14,33,29.8,Matches
Kristiyan Malinov,bg BUL,MF,OH Leuven,28,1994,14.7,7,0,0,31,19,0,2,23,19,0,1,0,82,13,22,37.1,Matches
Benson Manuel,ao ANG,FW,Antwerp,25,1997,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
Jean Marcelin,fr FRA,DF,Cercle Brugge,22,2000,8.3,4,0,0,13,6,3,0,11,15,0,2,1,62,44,10,81.5,Matches
Damien Marcq,fr FRA,DF,Charleroi,33,1988,16.3,5,1,1,21,10,0,1,37,19,0,1,0,128,37,35,51.4,Matches
Sulayman Marreh,gm GAM,MF,Gent,26,1996,4.4,4,0,0,12,5,0,2,3,7,0,0,0,34,7,6,53.8,Matches
Timothy Martin,lu LUX,GK,R.F.C. Seraing,21,2001,4.0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0,100.0,Matches
Clinton Mata,ao ANG,DF,Club Brugge,29,1992,17.3,5,0,0,18,40,1,49,37,21,1,0,0,113,10,5,66.7,Matches
Yusuke Matsuo,jp JPN,"FW,MF",Westerlo,25,1997,5.1,1,0,0,6,7,1,4,0,2,0,0,0,28,2,5,28.6,Matches
Nekadio Mayanga,,DF,R.F.C. Seraing,20,2002,1.0,0,0,0,2,2,0,0,7,0,0,0,0,7,8,1,88.9,Matches
Noah Mbamba,be BEL,MF,Club Brugge,17,2005,0.8,0,0,0,1,2,0,0,0,2,0,0,0,4,1,1,50.0,Matches
Dylan Mbayo,be BEL,"FW,MF",Kortrijk,20,2001,7.6,1,0,0,9,12,1,12,2,5,0,0,0,25,0,2,0.0,Matches
Isaac Mbenza,be BEL,"FW,DF",Charleroi,26,1996,24.8,2,0,0,10,15,11,85,14,18,0,0,0,88,3,2,60.0,Matches
Moustapha Mbow,sn SEN,DF,R.F.C. Seraing,22,2000,24.6,6,1,0,11,14,0,0,37,17,0,1,1,159,30,20,60.0,Matches
Cameron McGeehan,nir NIR,MF,Oostende,27,1995,18.0,5,0,0,34,15,2,16,17,23,1,0,0,120,25,37,40.3,Matches
Mark McKenzie,us USA,DF,Genk,23,1999,30.0,4,0,0,27,8,0,0,44,21,0,1,0,188,86,50,63.2,Matches
Dapo Mebude,sct SCO,"FW,MF",Oostende,21,2001,2.5,0,1,0,4,6,3,4,3,3,0,0,0,11,5,9,35.7,Matches
Brandon Mechele,be BEL,DF,Club Brugge,29,1993,28.6,6,0,0,22,9,0,2,49,32,0,2,2,163,76,40,65.5,Matches
Zech Medley,eng ENG,DF,Oostende,22,2000,10.3,4,0,0,11,1,0,6,19,14,0,3,0,56,15,17,46.9,Matches
Nayel Mehssatou,cl CHI,"DF,MF",Kortrijk,20,2002,20.6,3,0,0,17,16,0,27,27,33,0,0,0,119,6,16,27.3,Matches

Bjorn Meijer,nl NED,DF,Club Brugge,19,2003,26.3,3,0,0,21,16,6,77,32,22,0,0,0,140,35,33,51.5,Matches
Filippo Melegoni,it ITA,"MF,DF",Standard Liège,23,1999,8.2,4,0,0,13,10,1,29,14,15,0,0,0,50,2,5,28.6,Matches
Hamza Mendyl,ma MAR,DF,OH Leuven,24,1997,22.9,8,1,0,22,15,1,36,43,30,0,3,0,114,11,9,55.0,Matches
Billel Messaoudi,dz ALG,"FW,MF",Kortrijk,24,1997,18.3,2,0,0,36,33,21,10,3,10,0,0,0,70,33,39,45.8,Matches
Senna Miangue,be BEL,DF,Cercle Brugge,25,1997,4.8,1,0,0,8,0,0,2,11,5,0,1,0,20,21,7,75.0,Matches
Simon Mignolet,be BEL,GK,Club Brugge,34,1988,34.0,0,0,0,0,4,0,0,0,0,0,0,0,70,6,1,85.7,Matches
Lucas Mineiro,br BRA,MF,Westerlo,26,1996,5.6,1,0,0,10,10,0,0,6,14,0,0,0,30,9,9,50.0,Matches
Koji Miyoshi,jp JPN,FW,Antwerp,25,1997,7.1,0,0,0,5,11,1,15,10,14,0,0,0,35,1,5,16.7,Matches
Ryota Morioka,jp JPN,MF,Charleroi,31,1991,11.1,2,0,0,20,15,0,36,15,19,0,0,0,94,11,10,52.4,Matches
Anthony Moris,lu LUX,GK,Union SG,32,1990,34.0,4,0,0,2,6,0,0,0,0,0,2,0,48,9,0,100.0,Matches
Lennart Moser,de GER,GK,Eupen,22,1999,30.5,0,0,0,2,4,0,0,0,0,0,1,0,39,4,3,57.1,Matches
Marius Mouandilmadji,td CHA,FW,R.F.C. Seraing,25,1997,21.5,4,0,0,28,17,21,0,3,5,1,0,0,41,77,113,40.5,Matches
Kerim Mrabti,se SWE,"MF,FW",Mechelen,28,1994,9.4,3,0,0,10,8,2,6,18,8,0,0,0,51,7,19,26.9,Matches
Arbnor Muja,al ALB,FW,Antwerp,23,1998,15.3,2,0,0,21,18,15,41,6,19,0,0,0,91,10,19,34.5,Matches
Ngal'Ayel Mukau,,"MF,FW",Mechelen,17,2004,1.1,1,0,0,3,3,0,0,1,4,0,0,0,13,4,2,66.7,Matches
Daniel Muñoz,co COL,DF,Genk,26,1996,29.0,9,0,0,43,24,6,39,52,46,2,0,0,157,29,17,63.0,Matches
Andy Musayev,be BEL,"FW,MF",Oostende,19,2003,2.3,2,0,0,3,7,0,4,1,2,0,0,0,12,2,5,28.6,Matches
Steve Mvoué,cm CMR,MF,R.F.C. Seraing,20,2002,12.8,2,1,1,18,13,0,7,14,19,0,1,0,91,23,20,53.5,Matches
Moussa N'Diaye,sn SEN,DF,Anderlecht,20,2002,9.6,1,1,0,9,29,0,5,9,20,0,0,0,68,10,7,58.8,Matches
Ignace N'Dri,ci CIV,"FW,MF",Eupen,21,2000,23.3,3,0,0,31,57,23,21,4,24,2,0,0,75,8,60,11.8,Matches
Stanley N'Soki,fr FRA,DF,Club Brugge,23,1999,1.7,0,0,0,3,1,0,0,3,1,0,0,0,8,1,2,33.3,Matches
Radja Nainggolan,be BEL,MF,Antwerp,34,1988,7.4,2,0,0,11,7,0,46,5,2,0,0,0,31,1,7,12.5,Matches
Paul Nardi,fr FRA,GK,Gent,28,1994,24.0,1,0,0,1,1,0,0,0,0,0,0,0,33,3,2,60.0,Matches
Théo Ndicka,fr FRA,"DF,MF",Oostende,22,2000,13.6,3,0,0,10,25,7,48,9,12,2,0,0,69,3,10,23.1,Matches
Alioune Ndour,sn SEN,"FW,DF",Zulte Waregem,24,1997,13.3,2,0,0,29,19,6,33,11,16,0,1,0,73,16,25,39.0,Matches

András Németh,hu HUN,FW,Genk,19,2002,4.1,0,0,0,6,9,2,0,1,1,1,0,0,14,12,12,50.0,Matches
Roman Neustädter,ru RUS,"DF,MF",Westerlo,34,1988,21.1,4,0,0,8,6,1,0,38,22,1,0,0,138,27,24,52.9,Matches
Michael Ngadeu-Ngadjui,cm CMR,DF,Gent,31,1990,29.6,6,1,0,28,11,3,1,46,25,0,0,0,194,61,27,69.3,Matches
Pierre-Yves Ngawa,be BEL,DF,OH Leuven,30,1992,0.2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.0,Matches
Julien Ngoy,be BEL,FW,Mechelen,24,1997,17.2,2,0,0,25,14,10,5,1,11,0,0,0,33,8,28,22.2,Matches
Nathan Ngoy,be BEL,DF,Standard Liège,19,2003,3.4,2,0,0,3,1,0,1,5,6,0,0,0,16,0,5,0.0,Matches
Casper Nielsen,dk DEN,MF,Club Brugge,28,1994,26.8,4,0,0,41,36,8,132,40,38,0,0,0,138,27,37,42.2,Matches
Bart Nieuwkoop,nl NED,DF,Union SG,26,1996,24.3,9,0,0,34,13,2,61,46,43,0,0,1,120,34,25,57.6,Matches
Gustaf Nilsson,se SWE,FW,Union SG,25,1997,9.9,3,0,0,20,11,3,2,1,9,0,0,0,29,39,24,61.9,Matches
Ken Nkuba,be BEL,DF,Charleroi,20,2002,23.2,11,0,0,38,24,2,107,31,44,0,0,0,139,14,15,48.3,Matches
Casper de Norre,be BEL,MF,OH Leuven,25,1997,33.9,1,0,0,21,20,3,13,43,36,0,0,1,255,13,13,50.0,Matches
Lucas Noubi,be BEL,DF,Standard Liège,17,2005,3.8,0,0,0,1,3,0,0,4,8,0,0,0,19,5,5,50.0,Matches
Bruny Nsimba,be BEL,"FW,DF",Antwerp,22,2000,1.4,0,0,0,2,2,0,2,0,1,0,0,0,7,1,5,16.7,Matches
Nachon Nsingi,be BEL,FW,OH Leuven,21,2001,12.7,2,1,0,12,14,5,6,2,5,0,0,0,23,4,15,21.1,Matches
Isaac Nuhu,gh GHA,"FW,MF",Eupen,20,2002,11.9,2,0,0,21,32,8,27,6,9,0,0,0,47,5,13,27.8,Matches
Manaf Nurudeen,gh GHA,GK,Eupen,23,1999,3.5,0,0,0,0,0,0,0,1,0,0,0,0,14,0,1,0.0,Matches
Antonio Nusa,no NOR,FW,Club Brugge,17,2005,6.2,1,0,0,3,19,1,11,3,4,1,0,0,24,1,8,11.1,Matches
Vadis Odjidja-Ofoe,be BEL,MF,Gent,33,1989,14.8,2,0,0,15,14,0,17,16,17,0,1,0,106,13,10,56.5,Matches
Denis Odoi,gh GHA,"DF,MF",Club Brugge,34,1988,21.0,7,0,0,36,25,0,18,36,18,0,0,0,129,27,26,50.9,Matches
Lorenzo Offermann,be BEL,FW,Eupen,20,2002,0.1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0.0,Matches
Chinonso Offor,ng NGA,"FW,MF",Zulte Waregem,22,2000,5.2,4,0,0,16,6,4,2,2,3,0,0,0,15,32,25,56.1,Matches
Noah Ohio,nl NED,FW,Standard Liège,19,2003,10.2,2,0,0,20,11,8,2,0,4,1,0,0,28,13,19,40.6,Matches
Shinji Okazaki,jp JPN,"MF,FW",Sint-Truiden,36,1986,28.3,1,0,0,33,46,8,13,28,23,0,0,0,97,45,80,36.0,Matches
Joseph Okumu,ke KEN,DF,Gent,25,1997,26.1,1,1,0,13,22,0,9,65,27,0,0,0,210,42,28,60.0,Matches
Kristoffer Olsson,se SWE,MF,Anderlecht,27,1995,0.5,0,0,0,1,2,0,0,0,2,0,0,0,8,1,1,50.0,Matches

Paul Onuachu,ng NGA,FW,Genk,28,1994,13.1,3,0,0,31,32,4,0,0,5,0,0,0,28,34,35,49.3,Matches
Raphael Onyedika,ng NGA,MF,Club Brugge,21,2001,21.8,8,0,0,48,33,0,3,27,38,0,0,0,204,17,16,51.5,Matches
Daniel Opare,gh GHA,DF,R.F.C. Seraing,31,1990,18.4,3,1,0,12,18,1,25,27,15,0,0,0,131,17,24,41.5,Matches
Nathan Opoku,gh GHA,FW,OH Leuven,21,2001,3.7,0,0,0,3,4,3,3,3,2,0,0,0,19,7,15,31.8,Matches
Gift Orban,ng NGA,FW,Gent,20,2002,8.7,2,0,0,7,4,7,4,1,3,0,0,0,25,5,25,16.7,Matches
Manuel Osifo,be BEL,"MF,DF",Oostende,19,2003,2.5,0,0,0,3,1,0,0,6,4,0,0,0,12,2,0,100.0,Matches
Owen Otasowie,us USA,DF,Club Brugge,21,2001,0.7,0,0,0,0,0,0,0,2,2,0,0,0,9,1,0,100.0,Matches
Aziz Ouattara,ci CIV,"MF,DF",Genk,21,2001,4.6,2,0,0,8,1,0,1,3,9,0,1,0,36,14,7,66.7,Matches
Dylan Ouédraogo,bf BFA,DF,OH Leuven,24,1998,12.7,3,0,0,13,4,0,13,25,14,0,0,0,75,23,18,56.1,Matches
