Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Matches
Juninho,br BRA,DF,Midtjylland,27,1995,16.0,1,0,0,10,9,2,2,19,16,,,0,Matches
Renato Junior,br BRA,"FW,MF",Viborg,21,2002,8.3,3,1,0,24,13,4,8,6,3,,,0,Matches
Musa Juwara,gm GAM,"FW,MF",Vejle BK,21,2001,16.0,2,0,0,35,20,18,57,16,19,,,0,Matches
Thomas Jørgensen,dk DEN,MF,Hvidovre IF,17,2005,13.6,1,0,0,10,9,0,19,9,23,,,0,Matches
Anders K. Jacobsen,dk DEN,"FW,MF",Vejle BK,33,1989,6.5,0,0,0,10,2,2,1,3,2,,,0,Matches
Mads Kaalund,dk DEN,MF,Hvidovre IF,26,1996,3.9,0,0,0,3,4,1,1,7,6,,,0,Matches
William Kaastrup,dk DEN,DF,Randers,19,2004,2.8,1,0,0,3,5,0,3,5,3,,,0,Matches
Sory Kaba,gn GUI,FW,Midtjylland,28,1995,1.5,1,0,0,3,3,2,0,0,1,,,0,Matches
Bashkim Kadrii,dk DEN,"FW,MF",Odense,32,1991,25.0,2,0,0,17,12,6,19,7,11,,,0,Matches
Eric Kahl,se SWE,"MF,DF",AGF,21,2001,20.3,8,0,0,25,12,1,112,10,18,,,0,Matches
Mikkel Kallesøe,dk DEN,DF,Randers,26,1997,13.0,4,1,1,12,5,1,41,5,17,,,0,Matches
Alhaji Kamara,sl SLE,FW,Midtjylland,29,1994,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
Alhaji Kamara,sl SLE,FW,Randers,29,1994,0.9,0,0,0,6,3,3,0,2,2,,,0,Matches
Adrian Kappenberger,dk DEN,GK,Hvidovre IF,26,1996,7.0,0,0,0,1,2,0,0,0,0,,,0,Matches
Davit Khocholava,ge GEO,DF,FC Copenhagen,30,1993,0.7,0,0,0,0,0,0,0,1,0,,,0,Matches
Kasper Kiilerich,dk DEN,GK,Viborg,17,2005,0.5,0,0,0,0,0,0,0,0,0,,,0,Matches
Malte Kiilerich,dk DEN,DF,Hvidovre IF,27,1995,18.0,2,0,0,18,8,1,0,18,31,,,1,Matches
Mads Kikkenborg,dk DEN,GK,Lyngby,23,1999,17.0,1,0,0,0,2,0,0,0,0,,,0,Matches
Kristian Kirkegaard,dk DEN,"FW,MF",Vejle BK,25,1997,11.3,1,0,0,20,16,6,11,9,11,,,0,Matches
Luca Kjerrumgaard,dk DEN,FW,Odense,20,2003,6.7,0,0,0,6,2,3,1,0,5,,,0,Matches

Sean Klaiber,sr SUR,"MF,DF",Brøndby,29,1994,20.7,1,0,0,32,12,4,56,24,29,,,0,Matches
Anders Klynge,dk DEN,"MF,FW",Silkeborg,22,2000,25.9,1,0,0,21,20,1,55,21,25,,,0,Matches
Tobias Klysner,dk DEN,MF,Randers,22,2001,1.8,0,0,0,1,0,0,3,4,3,,,0,Matches
Mats Knoester,nl NED,DF,AGF,24,1998,10.1,2,0,0,12,4,0,4,15,13,,,0,Matches
Magnus Knudsen,no NOR,MF,AGF,22,2001,20.6,6,0,0,18,16,0,29,6,25,,,0,Matches
Sven Köhler,de GER,MF,Odense,26,1996,20.5,10,0,0,31,31,0,24,30,29,,,0,Matches
Marius Kolind,dk DEN,MF,Vejle BK,21,2002,14.9,3,1,0,13,14,0,46,17,20,,,0,Matches
Denis Kolinger,hr CRO,DF,Vejle BK,29,1994,12.8,8,0,0,28,9,1,5,24,20,,,0,Matches
Björn Kopplin,de GER,DF,Randers,34,1989,19.6,0,0,0,6,7,0,52,22,18,,,0,Matches
Mateusz Kowalczyk,pl POL,MF,Brøndby,19,2004,0.0,0,0,0,0,0,0,1,0,1,,,0,Matches
Thomas Kristensen,dk DEN,DF,AGF,21,2002,5.8,2,0,0,5,2,0,0,8,3,,,0,Matches
Jeppe Kudsk,dk DEN,DF,Randers,20,2003,1.1,1,0,0,3,1,0,4,6,0,,,0,Matches
Willy Kumado,gh GHA,MF,Lyngby,20,2002,19.0,2,0,0,15,19,1,73,8,22,,,0,Matches
Kasper Kusk,dk DEN,MF,Silkeborg,31,1991,4.5,1,0,0,4,8,1,45,2,2,,,0,Matches
Srđan Kuzmić,si SVN,DF,Viborg,19,2004,12.8,2,0,0,12,14,0,11,18,22,,,0,Matches
Mathias Kvistgaarden,dk DEN,"FW,MF",Brøndby,21,2002,17.2,4,0,0,24,36,12,21,4,14,,,0,Matches
Emile Kwimbia Chambo,cm CMR,FW,Lyngby,17,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Mads Larsen,dk DEN,MF,Silkeborg,21,2001,6.4,1,0,0,4,4,1,3,2,10,,,0,Matches
Nicolai Larsen,dk DEN,GK,Silkeborg,32,1991,31.6,0,0,0,0,12,0,0,0,1,,,0,Matches
Jordan Larsson,se SWE,FW,FC Copenhagen,26,1997,10.1,4,0,0,13,11,3,11,1,4,,,0,Matches
Frederik Lauenborg,dk DEN,MF,Randers,26,1997,1.2,0,0,0,3,1,0,2,1,4,,,0,Matches
Rasmus Lauritsen,dk DEN,DF,Brøndby,27,1996,16.2,3,0,0,14,7,3,0,15,8,,,1,Matches
Tobias Lauritsen,dk DEN,"MF,FW",Vejle BK,19,2004,9.9,3,1,0,16,11,1,16,8,8,,,0,Matches
Lukas Lerager,dk DEN,MF,FC Copenhagen,30,1993,14.4,2,0,0,28,12,9,16,18,21,,,0,Matches
Alexander Lind,dk DEN,FW,Silkeborg,21,2002,19.6,3,1,0,21,30,14,4,3,2,,,0,Matches

Victor Lind,dk DEN,"FW,MF",Vejle BK,20,2003,4.8,1,0,0,5,9,1,13,2,9,,,0,Matches
Marcus Lindberg,dk DEN,"FW,MF",Hvidovre IF,23,2000,10.7,3,1,1,17,25,2,32,16,21,,,0,Matches
Gift Links,za RSA,"MF,DF",AGF,24,1998,17.9,3,0,0,26,32,3,145,21,23,,,0,Matches
Lucas Lissens,be BEL,DF,Lyngby,22,2001,10.3,2,0,0,8,10,2,4,12,12,,,0,Matches
Jonas Lössl,dk DEN,GK,Midtjylland,34,1989,25.6,1,0,0,0,7,0,0,0,0,,,0,Matches
Matti Lund Nielsen,dk DEN,MF,Hvidovre IF,35,1988,0.3,0,0,0,0,1,0,1,1,1,,,0,Matches
Lucas Lund Pedersen,dk DEN,GK,Viborg,23,2000,16.5,1,0,0,1,1,0,0,0,0,,,0,Matches
Valdemar Lund,dk DEN,DF,FC Copenhagen,20,2003,4.3,1,0,0,5,1,0,0,6,5,,,0,Matches
Magnus Lysholm,dk DEN,MF,Hvidovre IF,21,2002,4.6,0,0,0,2,2,1,10,4,8,,,0,Matches
Sævar Magnússon,is ISL,"MF,FW",Lyngby,23,2000,22.7,3,0,0,44,27,7,46,15,17,,,0,Matches
Simon Makienok,dk DEN,FW,Hvidovre IF,32,1990,10.1,1,0,0,11,7,6,4,2,5,,,1,Matches
Alasana Manneh,gm GAM,MF,Odense,25,1998,15.8,5,0,0,14,13,0,32,26,23,,,0,Matches
Nico Mantl,de GER,GK,Viborg,23,2000,15.0,1,0,0,0,2,0,0,0,0,,,0,Matches
Marrony,br BRA,FW,Midtjylland,24,1999,0.4,0,0,0,2,1,0,0,0,0,,,0,Matches
Jens Martin Gammelby,dk DEN,DF,Silkeborg,28,1995,2.7,0,0,0,2,1,0,8,2,3,,,0,Matches
Emiliano Martínez,uy URU,MF,Midtjylland,23,1999,9.8,3,0,0,21,9,0,25,17,18,,,0,Matches
Erik Marxen,dk DEN,DF,Nordsjælland,32,1990,0.4,0,0,0,0,1,0,0,0,0,,,0,Matches
Magnus Mattsson,dk DEN,"MF,FW",FC Copenhagen,24,1999,10.5,2,0,0,17,10,0,65,9,19,,,0,Matches
Pelle Mattsson,dk DEN,MF,Silkeborg,21,2001,26.0,6,0,0,43,55,0,10,28,40,,,0,Matches
Jean-Manuel Mbom,de GER,MF,Viborg,23,2000,19.1,7,0,0,18,28,2,41,24,17,,,1,Matches
Callum McCowatt,nz NZL,"MF,FW",Silkeborg,24,1999,16.5,0,0,0,22,12,6,21,5,19,,,0,Matches
Scott McKenna,sct SCO,DF,FC Copenhagen,26,1996,11.8,0,0,0,8,4,0,1,6,4,,,0,Matches
Birger Meling,no NOR,"DF,MF",FC Copenhagen,28,1994,11.6,2,0,0,10,17,1,26,7,17,,,0,Matches
Kevin Mensah,dk DEN,MF,Brøndby,32,1991,8.7,0,0,0,12,4,1,30,2,15,,,0,Matches
Johan Meyer,dk DEN,MF,Lyngby,19,2004,1.2,1,0,0,2,1,0,0,1,0,,,0,Matches

Nicholas Mickelson,th THA,"MF,DF",Odense,24,1999,15.0,1,0,0,17,13,3,75,14,13,,,0,Matches
Thomas Mikkelsen,dk DEN,GK,Brøndby,39,1983,5.0,0,0,0,0,1,0,0,0,0,,,0,Matches
Gustav Mortensen,dk DEN,DF,Lyngby,19,2004,0.4,0,0,0,0,0,0,4,0,1,,,0,Matches
Patrick Mortensen,dk DEN,FW,AGF,34,1989,30.4,1,0,0,30,49,7,3,9,4,,,0,Matches
Nils Mortimer,es ESP,FW,Viborg,22,2001,0.3,1,0,0,2,0,0,0,0,0,,,0,Matches
Nicklas Mouritsen,dk DEN,"MF,DF",Odense,28,1995,11.7,1,0,0,9,2,1,68,6,4,,,0,Matches
Marc Muniesa,es ESP,DF,Lyngby,31,1992,7.8,5,0,0,14,14,0,6,13,14,,,0,Matches
Lubambo Musonda,zm ZAM,DF,Silkeborg,28,1995,14.4,3,0,0,9,16,2,41,13,14,,,0,Matches
Alen Mustafić,ba BIH,MF,Odense,24,1999,1.7,2,0,0,3,7,0,2,1,5,,,0,Matches
Viljar Myhra,no NOR,GK,Odense,27,1996,15.0,0,0,0,0,1,0,0,0,0,,,0,Matches
Tobias Mølgaard,dk DEN,DF,AGF,27,1996,17.2,1,0,0,22,15,0,21,20,24,,,0,Matches
Adamo Nagalo,bf BFA,DF,Nordsjælland,20,2002,28.1,4,0,0,15,27,0,2,24,21,,,0,Matches
Noah Nartey,dk DEN,MF,Brøndby,17,2005,2.2,0,0,0,3,4,0,0,0,4,,,0,Matches
Sanders Ngabo,dk DEN,MF,Lyngby,19,2004,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches
Yeni Ngbakoto,cd COD,"FW,MF",Vejle BK,31,1992,11.4,2,0,0,18,21,3,22,4,10,,,0,Matches
Marc Nielsen,dk DEN,DF,Hvidovre IF,22,2001,17.6,3,0,0,10,20,0,128,22,23,,,0,Matches
Oliver Nielsen,dk DEN,DF,Vejle BK,20,2003,32.0,4,0,0,21,17,0,10,29,33,,,0,Matches
Ernest Nuamah,gh GHA,FW,Nordsjælland,19,2003,2.9,1,0,0,4,2,2,7,1,1,,,0,Matches
Benjamin Nygren,se SWE,"MF,FW",Nordsjælland,22,2001,9.0,2,0,0,19,7,2,10,4,11,,,0,Matches
Stephen Odey,ng NGA,"FW,MF",Randers,25,1998,22.8,2,0,0,18,34,11,8,6,11,,,0,Matches
Ebenezer Ofori,gh GHA,MF,Vejle BK,28,1995,12.3,3,0,0,18,7,2,4,15,10,,,0,Matches
Matti Olsen,dk DEN,DF,Hvidovre IF,28,1995,27.9,4,0,0,17,14,0,10,27,24,,,0,Matches
Morten Olsen,dk DEN,FW,Hvidovre IF,24,1998,0.1,0,0,0,0,0,0,0,0,1,,,0,Matches
Oliver Olsen,dk DEN,DF,Randers,22,2000,23.3,7,0,0,25,35,1,38,37,29,,,0,Matches
Kristoffer Olsson,se SWE,MF,Midtjylland,28,1995,12.7,2,0,0,20,21,0,52,24,21,,,0,Matches

Ohi Omoijuanfo,no NOR,FW,Brøndby,29,1994,23.5,4,0,0,25,29,8,10,3,7,,,0,Matches
German Onugkha,ru RUS,FW,Vejle BK,27,1996,26.6,4,1,1,23,22,19,10,2,4,,,0,Matches
Michael Opoku,dk DEN,FW,Lyngby,18,2005,0.4,0,0,0,2,0,0,0,0,0,,,0,Matches
Pablo Ortiz,co COL,DF,Midtjylland,23,2000,2.1,0,1,0,1,3,0,0,3,3,,,0,Matches
Ibrahim Osman,gh GHA,"FW,MF",Nordsjælland,18,2004,22.5,3,0,0,30,47,29,32,6,12,,,0,Matches
Darío Osorio,cl CHI,MF,Midtjylland,19,2004,13.7,3,0,0,17,14,4,57,14,14,,,0,Matches
Enoch Otoo,gh GHA,FW,Lyngby,19,2004,1.6,1,0,0,2,6,1,1,0,0,,,0,Matches
Leeroy Owusu,nl NED,"DF,MF",Odense,26,1996,25.4,2,0,0,9,12,2,132,15,24,,,0,Matches
Marius Papuga,dk DEN,MF,Hvidovre IF,18,2005,0.9,0,0,0,3,3,0,2,3,7,,,0,Matches
Paulinho,br BRA,DF,Midtjylland,28,1995,21.6,6,1,1,14,30,1,121,36,26,,,0,Matches
Bjørn Paulsen,dk DEN,"DF,MF",Odense,32,1991,17.6,3,0,0,14,4,0,4,26,22,,,0,Matches
Bailey Peacock-Farrell,nir NIR,GK,AGF,26,1996,19.9,2,1,0,3,4,0,0,0,1,,,0,Matches
Andreas Pedersen,dk DEN,FW,Vejle BK,20,2003,0.3,0,0,0,0,0,0,1,0,0,,,0,Matches
Mikkel Pedersen,dk DEN,MF,Randers,27,1996,4.5,1,0,0,6,6,0,5,9,2,,,0,Matches
Patrick Pentz,at AUT,GK,Brøndby,26,1997,27.0,1,0,0,0,11,0,0,0,1,,,0,Matches
Andreas Poulsen,dk DEN,DF,Silkeborg,23,1999,8.5,0,0,0,6,6,0,17,14,10,,,0,Matches
Nicolai Poulsen,dk DEN,MF,AGF,29,1993,21.0,10,0,0,36,33,0,11,26,34,,,0,Matches
August Priske,dk DEN,FW,Midtjylland,19,2004,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches
Jacob Pryts,dk DEN,GK,Silkeborg,25,1998,0.4,0,0,0,0,0,0,0,0,0,,,0,Matches
Andreas Pyndt Andersen,dk DEN,MF,Silkeborg,22,2001,0.3,0,0,0,0,0,0,0,0,2,,,0,Matches
Lirim Qamili,mk MKD,"FW,MF",Hvidovre IF,25,1998,24.7,4,0,0,40,42,18,45,9,13,,,0,Matches
Stipe Radić,hr CRO,DF,Viborg,23,2000,8.0,0,0,0,1,4,0,2,11,6,,,0,Matches
Josip Radošević,hr CRO,MF,Brøndby,29,1994,18.1,3,0,0,25,9,1,35,13,33,,,0,Matches
Christian Rasmussen,dk DEN,"FW,MF",Nordsjælland,20,2003,9.7,2,0,0,14,16,6,7,3,4,,,0,Matches
Jacob Rasmussen,dk DEN,DF,Brøndby,26,1997,29.0,5,0,0,19,13,3,13,31,29,,,0,Matches

Philip Rejnhold,dk DEN,"DF,MF",Hvidovre IF,27,1996,4.9,3,0,0,5,0,0,7,9,10,,,0,Matches
Frederik Rieper,dk DEN,DF,Silkeborg,24,1999,3.6,0,0,0,4,0,0,0,4,2,,,0,Matches
Charles Rigon Matos,br BRA,MF,Midtjylland,27,1996,12.2,6,0,0,18,11,4,8,14,31,,,0,Matches
Blas Riveros,py PAR,MF,Brøndby,25,1998,4.5,1,0,0,2,4,1,24,7,7,,,0,Matches
Pontus Rödin,se SWE,DF,Silkeborg,22,2000,13.0,0,0,0,8,1,0,1,14,10,,,0,Matches
Gilli Rólantsson,fo FRO,MF,Vejle BK,30,1992,3.9,2,0,0,6,1,0,8,2,1,,,0,Matches
Oliver Rose-Villadsen,dk DEN,DF,Nordsjælland,21,2001,28.3,0,0,0,13,20,2,87,22,27,,,0,Matches
André Rømer,dk DEN,MF,Midtjylland,30,1993,14.2,4,0,0,23,25,0,17,23,18,,,0,Matches
Marcel Rømer,dk DEN,MF,Lyngby,31,1991,24.9,3,0,0,30,37,0,34,23,27,,,0,Matches
Ibrahim Said,ng NGA,"FW,MF",Viborg,21,2002,17.6,6,1,0,42,19,2,42,10,18,,,0,Matches
Yousef Salech,dk DEN,FW,Brøndby,21,2002,0.3,1,0,0,1,0,0,0,1,0,,,0,Matches
Tobias Salquist,dk DEN,DF,Silkeborg,28,1995,15.1,2,0,0,4,6,0,2,13,14,,,0,Matches
Theo Sander,dk DEN,GK,FC Copenhagen,18,2005,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Lauge Sandgrav,dk DEN,MF,Lyngby,18,2004,0.3,0,0,0,2,1,0,0,0,1,,,0,Matches
Andreas Schjelderup,no NOR,"FW,MF",Nordsjælland,19,2004,21.9,3,0,0,13,42,5,33,5,10,,,0,Matches
Oscar Schwartau,dk DEN,FW,Brøndby,17,2006,2.1,1,0,0,7,3,0,1,1,3,,,0,Matches
Sebastian Sebulonsen,no NOR,MF,Brøndby,23,2000,5.8,0,0,0,4,6,1,23,7,10,,,0,Matches
Johannes Selvén,se SWE,MF,Odense,20,2003,4.9,0,0,0,2,3,1,19,1,2,,,0,Matches
Serginho,,"FW,MF",Viborg,22,2001,18.1,2,0,0,21,35,5,123,4,9,,,0,Matches
Janni Serra,de GER,FW,AGF,25,1998,5.2,0,0,0,11,5,3,3,1,2,,,0,Matches
Zidan Sertdemir,dk DEN,MF,Nordsjælland,18,2005,5.7,2,0,0,8,0,0,3,3,8,,,0,Matches
Noah Shamoun,sy SYR,"MF,FW",Randers,20,2002,1.3,0,0,0,2,0,0,3,0,1,,,0,Matches
Gylfi Sigurðsson,is ISL,MF,Lyngby,33,1989,3.1,3,0,0,4,8,0,15,0,4,,,0,Matches
Doguhan Simsir,dk DEN,"MF,FW",Midtjylland,21,2002,16.2,2,0,0,11,28,1,54,1,13,,,0,Matches
Tobias Slotsager,dk DEN,DF,Odense,17,2006,28.6,3,0,0,17,41,1,7,18,25,,,0,Matches

Andreas Smed,dk DEN,"FW,MF",Hvidovre IF,26,1997,13.9,2,0,0,10,18,6,59,8,5,,,0,Matches
Oliver Sonne,pe PER,DF,Silkeborg,22,2000,29.3,6,0,0,29,13,4,97,27,51,,,0,Matches
Martin Spelmann,dk DEN,"MF,DF",Hvidovre IF,36,1987,18.0,5,0,0,38,28,1,15,19,26,,,0,Matches
Orri Steinn Óskarsson,is ISL,FW,FC Copenhagen,18,2004,17.0,0,0,0,19,10,13,2,7,9,,,0,Matches
Daniel Stenderup,dk DEN,DF,Hvidovre IF,34,1989,20.1,0,0,0,3,9,0,2,46,25,,,0,Matches
Jannich Storch,dk DEN,GK,Lyngby,30,1993,7.0,0,0,0,0,2,0,0,0,0,,,0,Matches
Tobias Storm,dk DEN,MF,Lyngby,19,2004,13.7,2,0,0,17,17,1,38,9,16,,,0,Matches
Richard Sukuta-Pasu,de GER,FW,Vejle BK,33,1990,0.3,0,0,0,2,0,0,0,0,0,,,0,Matches
Yuito Suzuki,jp JPN,"MF,FW",Brøndby,21,2001,16.9,1,0,0,18,15,3,28,8,14,,,0,Matches
Daniel Svensson,se SWE,"MF,DF",Nordsjælland,21,2002,29.8,1,0,0,23,28,1,181,27,28,,,0,Matches
Mads Søndergaard,dk DEN,MF,Viborg,20,2002,19.4,5,0,0,32,35,2,10,10,28,,,0,Matches
Christian Sørensen,dk DEN,DF,FC Copenhagen,30,1992,10.6,3,0,0,11,15,0,118,8,8,,,0,Matches
Søren Tengstedt,dk DEN,"MF,FW",Silkeborg,23,2000,9.9,0,0,0,3,19,0,17,1,4,,,0,Matches
Mike Themsen,dk DEN,"MF,FW",Randers,17,2006,2.7,1,0,0,5,0,0,2,4,2,,,0,Matches
Nigel Thomas,nl NED,"FW,MF",Viborg,22,2001,5.7,3,0,0,2,5,1,26,3,3,,,0,Matches
Tobias Thomsen,dk DEN,FW,Hvidovre IF,30,1992,18.9,4,0,0,26,15,5,10,3,5,,,0,Matches
Frederik Tingager,dk DEN,DF,AGF,30,1993,30.0,0,0,0,15,11,1,0,29,24,,,0,Matches
Franco Tongya,it ITA,MF,Odense,21,2002,3.4,0,0,0,4,6,0,3,1,4,,,0,Matches
Nathan Trott,eng ENG,GK,Vejle BK,24,1998,31.0,3,0,0,0,2,0,0,0,3,,,0,Matches
Tom Trybull,de GER,MF,Odense,30,1993,15.3,9,1,1,33,17,1,8,36,34,,,0,Matches
Kevin Tshiembe,dk DEN,DF,Brøndby,26,1997,11.2,2,2,0,27,13,1,5,12,13,,,0,Matches
Jeppe Tverskov,dk DEN,MF,Nordsjælland,30,1993,30.0,4,0,0,24,38,2,17,64,42,,,0,Matches
Sauli Väisänen,fi FIN,DF,Odense,29,1994,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
Nicolai Vallys,dk DEN,MF,Brøndby,26,1996,30.0,3,0,0,35,18,3,23,17,23,,,0,Matches
Jordi Vanlerberghe,be BEL,DF,Brøndby,27,1996,11.2,3,0,0,13,10,0,12,14,22,,,0,Matches

Denis Vavro,sk SVK,DF,FC Copenhagen,27,1996,23.2,3,0,0,14,4,1,11,34,20,,,1,Matches
Igor Vekič,si SVN,GK,Vejle BK,25,1998,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Stefan Velkov,bg BUL,DF,Vejle BK,26,1996,20.8,6,0,0,29,5,1,2,21,36,,,0,Matches
Jakob Vester,dk DEN,MF,Viborg,18,2004,3.1,1,0,0,9,3,2,1,1,4,,,0,Matches
Daniel Wass,dk DEN,MF,Brøndby,34,1989,28.1,7,0,0,26,50,3,129,29,38,,,0,Matches
Magnus Westergaard,dk DEN,MF,Viborg,25,1998,12.6,1,0,0,16,22,1,11,17,25,,,0,Matches
Casper Winther,dk DEN,MF,Lyngby,20,2003,18.2,5,1,0,22,7,1,41,9,26,,,1,Matches
Emmanuel Yeboah,gh GHA,FW,Brøndby,20,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Žan Zaletel,si SVN,DF,Viborg,23,1999,25.2,2,0,0,21,31,0,0,33,10,,,0,Matches
Jan Žambůrek,cz CZE,MF,Viborg,22,2001,1.1,1,0,0,2,1,0,0,2,4,,,0,Matches
Oliver Zandén,se SWE,DF,Randers,21,2001,4.6,2,0,0,12,6,0,16,5,17,,,0,Matches
Stefán Þórðarson,is ISL,"MF,FW",Silkeborg,24,1998,19.5,3,0,0,8,20,2,22,6,6,,,0,Matches
Filip Đukić,me MNE,GK,Hvidovre IF,23,1999,25.0,2,0,0,0,5,0,0,1,2,,,0,Matches
