player,age,max_market_value,season
Danilo Pereira,27,30000000,2019_2020
Ross Barkley,25,30000000,2019_2020
Geoffrey Kondogbia,25,30000000,2017_2018
Idrissa Gueye,30,30000000,2019_2020
William Carvalho,24,30000000,2016_2017
Ander Herrera,27,30000000,2017_2018
Victor Wanyama,26,30000000,2017_2018
Nico Gaitán,27,30000000,2015_2016
Jan Oblak,26,100000000,2019_2020
Alisson,27,90000000,2019_2020
Marc André Ter Stegen,27,90000000,2019_2020
Thibaut Courtois,28,75000000,2020_2021
Ederson,25,70000000,2019_2020
David De Gea,27,70000000,2017_2018
Gianluigi Donnarumma,22,65000000,2021_2022
Kepa Arrizabalaga,24,60000000,2019_2020
Giorgi Mamardashvili,23,45000000,2024_2025
Diogo Costa,23,45000000,2022_2023
André Onana,23,45000000,2019_2020
Mike Maignan,27,45000000,2023_2024
Manuel Neuer,28,45000000,2014_2015
Aaron Ramsdale,25,40000000,2023_2024
Gregor Kobel,26,40000000,2023_2024
Alex Meret,22,40000000,2019_2020
Jordan Pickford,24,40000000,2018_2019
Wojciech Szczęsny,29,40000000,2019_2020
Guglielmo Vicario,27,35000000,2023_2024
David Raya,28,35000000,2023_2024
Emiliano Martínez,28,35000000,2021_2022
Bernd Leno,27,35000000,2019_2020
Gianluigi Buffon,27,35000000,2005_2006
Iker Casillas,29,35000000,2010_2011
Edouard Mendy,29,32000000,2021_2022
Robert Sánchez,24,32000000,2022_2023
Unai Simón,23,30000000,2020_2021
Hugo Lloris,31,30000000,2018_2019
Petr Cech,26,28500000,2008_2009
Anatoliy Trubin,22,25000000,2023_2024
Lucas Chevalier,22,25000000,2024_2025
Andriy Lunin,25,25000000,2024_2025
Thomas Strakosha,24,25000000,2019_2020
Álex Remiro,27,25000000,2022_2023
Anthony Lopes,28,25000000,2018_2019
Júlio César,30,25000000,2009_2010
Pau López,24,24000000,2019_2020
Joe Hart,25,24000000,2012_2013
Samir Handanovič,28,24000000,2013_2014
Bart Verbruggen,22,22000000,2024_2025
Illan Meslier,22,22000000,2022_2023
Dean Henderson,24,22000000,2020_2021
Jack Butland,25,22000000,2017_2018
Pepe Reina,27,22000000,2010_2011
Salvatore Sirigu,27,21500000,2014_2015
Filip Jørgensen,22,20000000,2024_2025
Marcin Bulka,24,20000000,2024_2025
Djordje Petrovic,24,20000000,2023_2024
Alban Lafont,24,20000000,2022_2023
Caoimhín Kelleher,25,20000000,2023_2024
Matvey Safonov,25,20000000,2024_2025
Juan Musso,26,20000000,2020_2021
Sergio Rico,23,20000000,2016_2017
Nick Pope,31,20000000,2023_2024
Jasper Cillessen,29,20000000,2018_2019
Keylor Navas,29,20000000,2016_2017
Rui Patrício,25,20000000,2012_2013
Igor Akinfeev,23,20000000,2009_2010
Alessio Cragno,24,20000000,2019_2020
Víctor Valdés,28,20000000,2010_2011
Sébastien Frey,27,20000000,2007_2008
Uğurcan Çakır,25,19000000,2020_2021
Guillaume Restes,19,18000000,2024_2025
Gavin Bazunu,21,18000000,2022_2023
James Trafford,21,18000000,2023_2024
Diant Ramaj,22,18000000,2023_2024
Michele Di Gregorio,26,18000000,2024_2025
José Sá,29,18000000,2022_2023
David Soria,26,18000000,2019_2020
Bono,29,18000000,2020_2021
Fernando Pacheco,26,18000000,2018_2019
Odysseas Vlachodimos,26,18000000,2020_2021
Neto,29,18000000,2018_2019
Mattia Perin,24,18000000,2016_2017
Tomas Vaclik,29,18000000,2018_2019
Fernando Muslera,28,18000000,2014_2015
Alphonse Areola,26,17500000,2018_2019
Pierluigi Gollini,25,17000000,2020_2021
Benjamin Lecomte,28,17000000,2019_2020
Steve Mandanda,27,17000000,2011_2012
Marco Carnesecchi,23,16000000,2024_2025
Altay Bayindir,23,16000000,2021_2022
Bartlomiej Dragowski,23,16000000,2021_2022
Alexander Nübel,23,16000000,2019_2020
Diego López,27,16000000,2009_2010
René Adler,25,16000000,2009_2010
Bento,25,15000000,2024_2025
Álvaro Valles,26,15000000,2023_2024
Justin Bijlow,25,15000000,2023_2024
Andrei Radu,22,15000000,2019_2020
Emil Audero,22,15000000,2018_2019
Rui Silva,28,15000000,2022_2023
Dominik Livakovic,26,15000000,2020_2021
Brice Samba,29,15000000,2023_2024
Fraser Forster,28,15000000,2016_2017
Claudio Bravo,32,15000000,2015_2016
Dida,31,15000000,2005_2006
Kamil Grabara,25,14000000,2024_2025
Walter Benítez,29,14000000,2021_2022
Gerónimo Rulli,25,14000000,2017_2018
Ivan Provedel,29,14000000,2023_2024
Koen Casteels,28,14000000,2021_2022
Roman Bürki,28,14000000,2018_2019
Simon Mignolet,26,14000000,2014_2015
Doni,28,14000000,2008_2009
Marco Amelia,24,14000000,2006_2007
Oliver Kahn,35,14000000,2004_2005
Aleksandr Maksimenko,23,13000000,2021_2022
Péter Gulácsi,31,13000000,2021_2022
Yann Sommer,29,13000000,2018_2019
Ralf Fährmann,29,13000000,2018_2019
Asmir Begovic,27,13000000,2014_2015
Federico Marchetti,30,13000000,2013_2014
Jeroen Zoet,27,12500000,2018_2019
Anthony Patterson,24,12000000,2023_2024
Arijanet Muric,24,12000000,2023_2024
Luís Maximiano,23,12000000,2022_2023
Jiri Pavlenka,26,12000000,2018_2019
Mark Flekken,30,12000000,2023_2024
Sam Johnstone,29,12000000,2021_2022
Marko Dmitrovic,27,12000000,2019_2020
Loris Karius,24,12000000,2017_2018
Timo Horn,24,12000000,2017_2018
Onur Kıvrak,26,12000000,2014_2015
Sergio Asenjo,29,12000000,2018_2019
Lukas Hradecky,28,12000000,2018_2019
Kevin Trapp,25,12000000,2015_2016
Diego Alves,25,12000000,2010_2011
Emiliano Viviano,25,12000000,2011_2012
Kasper Schmeichel,31,12000000,2018_2019
Artur Boruc,28,12000000,2008_2009
Diego Benaglio,26,11500000,2009_2010
Maarten Vandevoordt,21,11000000,2023_2024
Maarten Stekelenburg,28,11000000,2010_2011
Mickaël Landreau,25,11000000,2004_2005
Andrey Lunev,27,10500000,2019_2020
Volkan Demirel,29,10500000,2011_2012
Etienne Green,21,10000000,2021_2022
Julen Agirrezabala,23,10000000,2024_2025
Joan García,23,10000000,2024_2025
Noah Atubolu,22,10000000,2023_2024
Ersin Destanoğlu,21,10000000,2021_2022
Yehvann Diouf,23,10000000,2023_2024
Matt Turner,29,10000000,2023_2024
Paul Bernardoni,23,10000000,2020_2021
Florian Müller,21,10000000,2019_2020
Conan Ledesma,29,10000000,2022_2023
Freddie Woodman,24,10000000,2021_2022
Zack Steffen,24,10000000,2019_2020
Georgiy Bushchan,28,10000000,2022_2023
Danny Ward,25,10000000,2018_2019
Angus Gunn,22,10000000,2018_2019
Marco Sportiello,24,10000000,2016_2017
Rubén Blanco,24,10000000,2019_2020
Predrag Rajković,27,10000000,2022_2023
Mathew Ryan,27,10000000,2019_2020
Yuriy Lodygin,25,10000000,2015_2016
Aitor Fernández,28,10000000,2019_2020
Esteban Andrada,28,10000000,2019_2020
Marco Silvestri,29,10000000,2020_2021
Robin Olsen,28,10000000,2018_2019
Vicente Guaita,25,10000000,2012_2013
Oliver Baumann,28,10000000,2018_2019
Andriy Pyatov,26,10000000,2010_2011
Stéphane Ruffier,28,10000000,2014_2015
Eduardo,27,10000000,2010_2011
Heurelho Gomes,29,10000000,2010_2011
Craig Gordon,24,10000000,2007_2008
Carlos Kameni,23,10000000,2007_2008
Cédric Carrasso,28,10000000,2010_2011
Tim Howard,31,10000000,2010_2011
Shay Given,33,10000000,2009_2010
Tim Wiese,28,10000000,2009_2010
Timo Hildebrand,28,10000000,2007_2008
Ron Robert Zieler,25,9500000,2013_2014
Rüştü Reçber,31,9500000,2004_2005
Gabriel Slonina,19,9000000,2023_2024
Mads Hermansen,23,9000000,2023_2024
Mile Svilar,24,9000000,2024_2025
Jonas Omlin,29,9000000,2023_2024
Alfred Gomis,27,9000000,2020_2021
Francesco Bardi,22,9000000,2014_2015
Alexander Schwolow,27,9000000,2019_2020
Stefan Ortega,30,9000000,2023_2024
Adrián,29,9000000,2016_2017
Agustín Marchesín,32,9000000,2020_2021
Roberto,29,9000000,2015_2016
Tim Krul,25,9000000,2013_2014
Lukasz Fabianski,31,9000000,2016_2017
Sergey Ryzhikov,29,9000000,2009_2010
José Moreira,22,9000000,2004_2005
Paul Robinson,26,9000000,2006_2007
Robert Enke,31,9000000,2009_2010
Aleksandr Belenov,28,8500000,2014_2015
Michel Vorm,28,8500000,2012_2013
Manuel Almunia,32,8500000,2009_2010
Allan Mcgregor,28,8500000,2010_2011
Leo Franco,30,8500000,2007_2008
Vladan Kovačević,24,8000000,2022_2023
Josep Martínez,26,8000000,2024_2025
Gautier Larsonneur,23,8000000,2020_2021
Lucas Perri,26,8000000,2023_2024
Jean Butez,28,8000000,2023_2024
Iñaki Peña,24,8000000,2023_2024
Philipp Köhn,25,8000000,2023_2024
Sergio Herrera,28,8000000,2022_2023
Bruno Varela,23,8000000,2018_2019
Matz Sels,27,8000000,2019_2020
David Ospina,26,8000000,2015_2016
Neil Etheridge,29,8000000,2019_2020
Guilherme,26,8000000,2012_2013
Volkan Babacan,27,8000000,2016_2017
Antonio Adán,30,8000000,2017_2018
Andrea Consigli,27,8000000,2014_2015
Guillermo Ochoa,23,8000000,2009_2010
Gianluca Curci,25,8000000,2010_2011
Benoît Costil,26,8000000,2013_2014
Helton,29,8000000,2007_2008
Rob Green,29,8000000,2009_2010
Ivan Pelizzoli,23,8000000,2004_2005
Morgan De Sanctis,28,8000000,2005_2006
Grégory Coupet,32,8000000,2004_2005
Roman Weidenfeller,26,8000000,2006_2007
Jaume Doménech,29,7500000,2019_2020
Ondrej Kolar,26,7500000,2020_2021
Franco Armani,32,7500000,2018_2019
Joel Robles,29,7500000,2019_2020
Martin Dúbravka,31,7500000,2020_2021
Juan Pablo Carrizo,23,7500000,2007_2008
Kiko Casilla,28,7500000,2014_2015
Vladimir Gabulov,26,7500000,2010_2011
Jérémie Janot,29,7500000,2006_2007
Francesco Toldo,32,7500000,2004_2005
Gabriel Grando,21,7000000,2021_2022
Dmytro Riznyk,25,7000000,2024_2025
Matej Kovar,24,7000000,2023_2024
Stefano Turati,22,7000000,2023_2024
Luis Malagón,27,7000000,2024_2025
Dominik Kotarski,24,7000000,2024_2025
Agustín Rossi,27,7000000,2022_2023
João Paulo,27,7000000,2022_2023
Ivo Grbic,24,7000000,2020_2021
Timon Wellenreuther,28,7000000,2023_2024
Helton Leite,30,7000000,2020_2021
Marvin Schwäbe,28,7000000,2023_2024
Tomas Koubek,25,7000000,2018_2019
Hendrik Van Crombrugge,26,7000000,2019_2020
Marco Bizot,29,7000000,2019_2020
Lukasz Skorupski,26,7000000,2017_2018
Etrit Berisha,28,7000000,2017_2018
Franco Armani,32,7500000,2018_2019
Joel Robles,29,7500000,2019_2020
Martin Dúbravka,31,7500000,2020_2021
Juan Pablo Carrizo,23,7500000,2007_2008
Kiko Casilla,28,7500000,2014_2015
Vladimir Gabulov,26,7500000,2010_2011
Jérémie Janot,29,7500000,2006_2007
Francesco Toldo,32,7500000,2004_2005
Gabriel Grando,21,7000000,2021_2022
Dmytro Riznyk,25,7000000,2024_2025
Matej Kovar,24,7000000,2023_2024
Stefano Turati,22,7000000,2023_2024
Luis Malagón,27,7000000,2024_2025
Dominik Kotarski,24,7000000,2024_2025
Agustín Rossi,27,7000000,2022_2023
João Paulo,27,7000000,2022_2023
Ivo Grbic,24,7000000,2020_2021
Timon Wellenreuther,28,7000000,2023_2024
Helton Leite,30,7000000,2020_2021
Marvin Schwäbe,28,7000000,2023_2024
Tomas Koubek,25,7000000,2018_2019
Hendrik Van Crombrugge,26,7000000,2019_2020
Marco Bizot,29,7000000,2019_2020
Lukasz Skorupski,26,7000000,2017_2018
Etrit Berisha,28,7000000,2017_2018
Franco Armani,32,7500000,2018_2019
Joel Robles,29,7500000,2019_2020
Martin Dúbravka,31,7500000,2020_2021
Juan Pablo Carrizo,23,7500000,2007_2008
Kiko Casilla,28,7500000,2014_2015
Vladimir Gabulov,26,7500000,2010_2011
Jérémie Janot,29,7500000,2006_2007
Francesco Toldo,32,7500000,2004_2005
Gabriel Grando,21,7000000,2021_2022
Dmytro Riznyk,25,7000000,2024_2025
Matej Kovar,24,7000000,2023_2024
Stefano Turati,22,7000000,2023_2024
Luis Malagón,27,7000000,2024_2025
Dominik Kotarski,24,7000000,2024_2025
Agustín Rossi,27,7000000,2022_2023
João Paulo,27,7000000,2022_2023
Ivo Grbic,24,7000000,2020_2021
Timon Wellenreuther,28,7000000,2023_2024
Helton Leite,30,7000000,2020_2021
Marvin Schwäbe,28,7000000,2023_2024
Tomas Koubek,25,7000000,2018_2019
Hendrik Van Crombrugge,26,7000000,2019_2020
Marco Bizot,29,7000000,2019_2020
Lukasz Skorupski,26,7000000,2017_2018
Etrit Berisha,28,7000000,2017_2018
Franco Armani,32,7500000,2018_2019
Joel Robles,29,7500000,2019_2020
Martin Dúbravka,31,7500000,2020_2021
Juan Pablo Carrizo,23,7500000,2007_2008
Kiko Casilla,28,7500000,2014_2015
Vladimir Gabulov,26,7500000,2010_2011
Jérémie Janot,29,7500000,2006_2007
Francesco Toldo,32,7500000,2004_2005
Gabriel Grando,21,7000000,2021_2022
Dmytro Riznyk,25,7000000,2024_2025
Matej Kovar,24,7000000,2023_2024
Stefano Turati,22,7000000,2023_2024
Luis Malagón,27,7000000,2024_2025
Dominik Kotarski,24,7000000,2024_2025
Agustín Rossi,27,7000000,2022_2023
João Paulo,27,7000000,2022_2023
Ivo Grbic,24,7000000,2020_2021
Timon Wellenreuther,28,7000000,2023_2024
Helton Leite,30,7000000,2020_2021
Marvin Schwäbe,28,7000000,2023_2024
Tomas Koubek,25,7000000,2018_2019
Hendrik Van Crombrugge,26,7000000,2019_2020
Marco Bizot,29,7000000,2019_2020
Lukasz Skorupski,26,7000000,2017_2018
Etrit Berisha,28,7000000,2017_2018
Franco Armani,32,7500000,2018_2019
Joel Robles,29,7500000,2019_2020
Martin Dúbravka,31,7500000,2020_2021
Juan Pablo Carrizo,23,7500000,2007_2008
Kiko Casilla,28,7500000,2014_2015
Vladimir Gabulov,26,7500000,2010_2011
Jérémie Janot,29,7500000,2006_2007
Francesco Toldo,32,7500000,2004_2005
Gabriel Grando,21,7000000,2021_2022
Dmytro Riznyk,25,7000000,2024_2025
Matej Kovar,24,7000000,2023_2024
Stefano Turati,22,7000000,2023_2024
Luis Malagón,27,7000000,2024_2025
Dominik Kotarski,24,7000000,2024_2025
Agustín Rossi,27,7000000,2022_2023
João Paulo,27,7000000,2022_2023
Ivo Grbic,24,7000000,2020_2021
Timon Wellenreuther,28,7000000,2023_2024
Helton Leite,30,7000000,2020_2021
Marvin Schwäbe,28,7000000,2023_2024
Tomas Koubek,25,7000000,2018_2019
Hendrik Van Crombrugge,26,7000000,2019_2020
Marco Bizot,29,7000000,2019_2020
Lukasz Skorupski,26,7000000,2017_2018
Etrit Berisha,28,7000000,2017_2018
Franco Armani,32,7500000,2018_2019
Joel Robles,29,7500000,2019_2020
Martin Dúbravka,31,7500000,2020_2021
Juan Pablo Carrizo,23,7500000,2007_2008
Kiko Casilla,28,7500000,2014_2015
Vladimir Gabulov,26,7500000,2010_2011
Jérémie Janot,29,7500000,2006_2007
Francesco Toldo,32,7500000,2004_2005
Gabriel Grando,21,7000000,2021_2022
Dmytro Riznyk,25,7000000,2024_2025
Matej Kovar,24,7000000,2023_2024
Stefano Turati,22,7000000,2023_2024
Luis Malagón,27,7000000,2024_2025
Dominik Kotarski,24,7000000,2024_2025
Agustín Rossi,27,7000000,2022_2023
João Paulo,27,7000000,2022_2023
Ivo Grbic,24,7000000,2020_2021
Timon Wellenreuther,28,7000000,2023_2024
Helton Leite,30,7000000,2020_2021
Marvin Schwäbe,28,7000000,2023_2024
Tomas Koubek,25,7000000,2018_2019
Hendrik Van Crombrugge,26,7000000,2019_2020
Marco Bizot,29,7000000,2019_2020
Lukasz Skorupski,26,7000000,2017_2018
Etrit Berisha,28,7000000,2017_2018
Franco Armani,32,7500000,2018_2019
Joel Robles,29,7500000,2019_2020
Martin Dúbravka,31,7500000,2020_2021
Juan Pablo Carrizo,23,7500000,2007_2008
Kiko Casilla,28,7500000,2014_2015
Vladimir Gabulov,26,7500000,2010_2011
Jérémie Janot,29,7500000,2006_2007
Francesco Toldo,32,7500000,2004_2005
Gabriel Grando,21,7000000,2021_2022
Dmytro Riznyk,25,7000000,2024_2025
Matej Kovar,24,7000000,2023_2024
Stefano Turati,22,7000000,2023_2024
Luis Malagón,27,7000000,2024_2025
Dominik Kotarski,24,7000000,2024_2025
Agustín Rossi,27,7000000,2022_2023
João Paulo,27,7000000,2022_2023
Ivo Grbic,24,7000000,2020_2021
Timon Wellenreuther,28,7000000,2023_2024
Helton Leite,30,7000000,2020_2021
Marvin Schwäbe,28,7000000,2023_2024
Tomas Koubek,25,7000000,2018_2019
Hendrik Van Crombrugge,26,7000000,2019_2020
Marco Bizot,29,7000000,2019_2020
Lukasz Skorupski,26,7000000,2017_2018
Etrit Berisha,28,7000000,2017_2018
Franco Armani,32,7500000,2018_2019
Joel Robles,29,7500000,2019_2020
Martin Dúbravka,31,7500000,2020_2021
Juan Pablo Carrizo,23,7500000,2007_2008
Kiko Casilla,28,7500000,2014_2015
Vladimir Gabulov,26,7500000,2010_2011
Jérémie Janot,29,7500000,2006_2007
Francesco Toldo,32,7500000,2004_2005
Gabriel Grando,21,7000000,2021_2022
Dmytro Riznyk,25,7000000,2024_2025
Matej Kovar,24,7000000,2023_2024
Stefano Turati,22,7000000,2023_2024
Luis Malagón,27,7000000,2024_2025
Dominik Kotarski,24,7000000,2024_2025
Agustín Rossi,27,7000000,2022_2023
João Paulo,27,7000000,2022_2023
Ivo Grbic,24,7000000,2020_2021
Timon Wellenreuther,28,7000000,2023_2024
Helton Leite,30,7000000,2020_2021
Marvin Schwäbe,28,7000000,2023_2024
Tomas Koubek,25,7000000,2018_2019
Hendrik Van Crombrugge,26,7000000,2019_2020
Marco Bizot,29,7000000,2019_2020
Lukasz Skorupski,26,7000000,2017_2018
Etrit Berisha,28,7000000,2017_2018
Franco Armani,32,7500000,2018_2019
Joel Robles,29,7500000,2019_2020
Martin Dúbravka,31,7500000,2020_2021
Juan Pablo Carrizo,23,7500000,2007_2008
Kiko Casilla,28,7500000,2014_2015
Vladimir Gabulov,26,7500000,2010_2011
Jérémie Janot,29,7500000,2006_2007
Francesco Toldo,32,7500000,2004_2005
Gabriel Grando,21,7000000,2021_2022
Dmytro Riznyk,25,7000000,2024_2025
Matej Kovar,24,7000000,2023_2024
Stefano Turati,22,7000000,2023_2024
Luis Malagón,27,7000000,2024_2025
Dominik Kotarski,24,7000000,2024_2025
Agustín Rossi,27,7000000,2022_2023
João Paulo,27,7000000,2022_2023
Ivo Grbic,24,7000000,2020_2021
Timon Wellenreuther,28,7000000,2023_2024
Helton Leite,30,7000000,2020_2021
Marvin Schwäbe,28,7000000,2023_2024
Tomas Koubek,25,7000000,2018_2019
Hendrik Van Crombrugge,26,7000000,2019_2020
Marco Bizot,29,7000000,2019_2020
Lukasz Skorupski,26,7000000,2017_2018
Etrit Berisha,28,7000000,2017_2018
Franco Armani,32,7500000,2018_2019
Joel Robles,29,7500000,2019_2020
Martin Dúbravka,31,7500000,2020_2021
Juan Pablo Carrizo,23,7500000,2007_2008
Kiko Casilla,28,7500000,2014_2015
Vladimir Gabulov,26,7500000,2010_2011
Jérémie Janot,29,7500000,2006_2007
Francesco Toldo,32,7500000,2004_2005
Gabriel Grando,21,7000000,2021_2022
Dmytro Riznyk,25,7000000,2024_2025
Matej Kovar,24,7000000,2023_2024
Stefano Turati,22,7000000,2023_2024
Luis Malagón,27,7000000,2024_2025
Dominik Kotarski,24,7000000,2024_2025
Agustín Rossi,27,7000000,2022_2023
João Paulo,27,7000000,2022_2023
Ivo Grbic,24,7000000,2020_2021
Timon Wellenreuther,28,7000000,2023_2024
Helton Leite,30,7000000,2020_2021
Marvin Schwäbe,28,7000000,2023_2024
Tomas Koubek,25,7000000,2018_2019
Hendrik Van Crombrugge,26,7000000,2019_2020
Marco Bizot,29,7000000,2019_2020
Lukasz Skorupski,26,7000000,2017_2018
Etrit Berisha,28,7000000,2017_2018
Franco Armani,32,7500000,2018_2019
Joel Robles,29,7500000,2019_2020
Martin Dúbravka,31,7500000,2020_2021
Juan Pablo Carrizo,23,7500000,2007_2008
Kiko Casilla,28,7500000,2014_2015
Vladimir Gabulov,26,7500000,2010_2011
Jérémie Janot,29,7500000,2006_2007
Francesco Toldo,32,7500000,2004_2005
Gabriel Grando,21,7000000,2021_2022
Dmytro Riznyk,25,7000000,2024_2025
Matej Kovar,24,7000000,2023_2024
Stefano Turati,22,7000000,2023_2024
Luis Malagón,27,7000000,2024_2025
Dominik Kotarski,24,7000000,2024_2025
Agustín Rossi,27,7000000,2022_2023
João Paulo,27,7000000,2022_2023
Ivo Grbic,24,7000000,2020_2021
Timon Wellenreuther,28,7000000,2023_2024
Helton Leite,30,7000000,2020_2021
Marvin Schwäbe,28,7000000,2023_2024
Tomas Koubek,25,7000000,2018_2019
Hendrik Van Crombrugge,26,7000000,2019_2020
Marco Bizot,29,7000000,2019_2020
Lukasz Skorupski,26,7000000,2017_2018
Etrit Berisha,28,7000000,2017_2018
